title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier_scrutin_presence,premier_scrutin_vote,septembre,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
M.,Jean-Noël Barrot,"""Au moment du vote de cet amendement, il était près d'1h40 du matin. Il n'était donc pas prévisible pour moi que le vote de cet amendement se tiendrait ce lundi soir, à plus forte raison à cette heure de la nuit.""",omc_pa721836,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721836.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Jean-Paul Dufrègne,"""Cet amendement a été proposé après l'heure habituelle de fin de séance de nuit sans que la prolongation ait été préalablement annoncée. J'avais quitté la séance à 00h50, persuadé que cet amendement ne viendrait pas ce soir-là.""",omc_pa718720,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718720.jpg,Gauche démocrate et républicaine,,,PCF,,Allier,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Jean-Paul Lecoq,"""Le 28 mai, je n'étais pas présent en raison d'une réunion en circonscription, mon groupe organise un planning de présence en séance pour couvrir l'ensemble des débats. J'ai pris le relai le lendemain.""",omc_pa335612,http://www2.assemblee-nationale.fr/static/tribun/15/photos/335612.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Maritime,8e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Jean-Paul Mattei,Pas de réponse.,omc_pa720728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720728.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Jean-Philippe Ardouin,Pas de réponse.,omc_pa719100,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719100.jpg,La République en marche,,,LREM,,Charente-Maritime,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Jean-Philippe Nilor,Pas de réponse.,omc_pa610654,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610654.jpg,Gauche démocrate et républicaine,,,PCF,,Martinique,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Jean-Pierre Cubertafon,Pas de réponse.,omc_pa719266,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719266.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Dordogne,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Jean-Pierre Door,Pas de réponse.,omc_pa267289,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267289.jpg,Les Républicains,,,LR,,Loiret,4e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
M.,Jean-Pierre Pont,Ne souhaite pas répondre.,omc_pa2449,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2449.jpg,La République en marche,,,LREM,,Pas-de-Calais,5e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas répondre
M.,Jean-Pierre Vigier,Pas de réponse.,omc_pa607090,http://www2.assemblee-nationale.fr/static/tribun/15/photos/607090.jpg,Les Républicains,,,LR,,Haute-Loire,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Jean-René Cazeneuve,Pas de réponse.,omc_pa719472,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719472.jpg,La République en marche,,,LREM,,Gers,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Jean-Yves Bony,Présent aux deux votes.,omc_pa266793,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266793.jpg,Les Républicains,,,LR,,Cantal,2e,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Contre
Mme,Jeanine Dubié,Pas de réponse.,omc_pa608292,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608292.jpg,Libertés et Territoires,,,NI,PRG,Hautes-Pyrénées,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Jennifer De Temmerman,Ne souhaite pas répondre.,omc_pa720538,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720538.jpg,La République en marche,,,LREM,,Nord,15e,,SIGNATAIRE,Pour,Présent,Pour,Absent(e),,,Ne veut pas répondre
M.,Jérôme Lambert,"""Les amendements ont été présentés en milieu de la dernière nuit d'examen du texte après une semaine – jour et nuit, samedi et dimanche compris – sans qu'une information préalable n'ait été diffusée sur le calendrier de leur présentation. Pour le vote du 14 septembre, j'étais en mission parlementaire à l'étranger. Au final, j'ai voté contre la loi.""",omc_pa1809,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1809.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Charente,3e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Jérôme Nury,Pas de réponse.,omc_pa720644,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720644.jpg,Les Républicains,,,LR,,Orne,3e,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Jimmy Pahun,Pas de réponse.,omc_pa720334,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720334.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Morbihan,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Joachim Son-Forget,Pas de réponse.,omc_pa721174,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721174.jpg,La République en marche,,,LREM,,Français établis hors de France,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Joaquim Pueyo,"""Je me suis rendue à Varsovie entre le vendredi 25 et le lundi 28 mai afin de participer à l'Assemblée parlementaire de l'OTAN dont je suis membre. Arrivé à Paris à 20 heures, j'ai participé à la séance de nuit du 28 mai. J'ai quitté l'Hémicycle à 00h45, la séance devant prendre fin à 1 heure afin de pouvoir reprendre le lendemain matin à 9 heures. Comme l'a bien expliqué mon collègue François Ruffin, le président de l'Assemblée nationale a décidé de prolonger les débats au dernier moment certainement pour que la question du glyphosate ne soit pas abordée le lendemain avec un nombre beaucoup plus important de député(e)s présents. La séance s'est conclue à 2 heures, juste après la discussion de l'amendement de mon collègue Matthieu Orphelin sur ce sujet.
Je regrette que nous n'ayons pu débattre de cette question dans des conditions optimales, elle le méritait. Ce moment est représentatif des méthodes et conditions de travail imposées au Parlement ces dernières semaines. En ce qui concerne le vote du 14 septembre, je me trouvais en circonscription comme nombre de mes collègues en fin de semaine. Je tenais d'ailleurs une permanence à cette date et honorais plusieurs engagements prévus de longue date.""",omc_pa608011,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608011.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Orne,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Joël Aviragnet,"""Le 28 mai, de mémoire un lundi soir, j'étais en circonscription, le lundi pour des rendez-vous à la permanence parlementaire avec un départ pour Paris le mardi matin pour le projet de loi Avenir professionnel au sein de la commission des affaires sociales. Le deuxième, le 14 septembre, dans la nuit de vendredi à samedi, j'étais aussi en circonscription : le vendredi pour des rendez-vous à la permanence parlementaire et le samedi matin pour l'inauguration des Pyrénéennes, un salon agricole à rayonnement régional qui a lieu tous les trois ans.""",omc_pa642764,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642764.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Haute-Garonne,8e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Joël Giraud,"""Le 28 mai, Monsieur Giraud avait des rendez-vous avec des citoyens dans sa circonscription. Le 14 septembre, il avait des rendez-vous le matin avec des organismes des Hautes-Alpes et il avait l'après-midi un rendez-vous avec la DREAL"", justifie l'entourage du député.",omc_pa267336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267336.jpg,La République en marche,,,LREM,,Hautes-Alpes,2e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,José Evrard,Pas de réponse.,omc_pa720664,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720664.jpg,Non inscrit,,,NI,Non déclaré,Pas-de-Calais,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Josette Manin,Pas de réponse.,omc_pa720988,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720988.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,Apparentée au,Martinique,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Josiane Corneloup,Pas de réponse.,omc_pa722390,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722390.jpg,Les Républicains,,,LR,,Saône-et-Loire,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Josy Poueyto,Pas de réponse.,omc_pa720720,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720720.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Julien Aubert,Pas de réponse.,omc_pa609726,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609726.jpg,Les Républicains,,,LR,,Vaucluse,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Julien Borowczyk,Pas de réponse.,omc_pa719980,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719980.jpg,La République en marche,,,LREM,,Loire,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Julien Dive,Pas de réponse.,omc_pa712015,http://www2.assemblee-nationale.fr/static/tribun/15/photos/712015.jpg,Les Républicains,,,LR,,Aisne,2e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
Mme,Justine Benin,Pas de réponse.,omc_pa720968,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720968.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparentée au,Guadeloupe,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Laetitia Avia,Pas de réponse.,omc_pa721624,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721624.jpg,La République en marche,,,LREM,,Paris,8e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Laëtitia Romeiro Dias,Pas de réponse.,omc_pa722022,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722022.jpg,La République en marche,,,LREM,,Essonne,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Laetitia Saint-Paul,Pas de réponse.,omc_pa720138,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720138.jpg,La République en marche,,,LREM,,Maine-et-Loire,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Laure de La Raudière,"""Le 14 septembre 2018, lors de la deuxième lecture de la loi EGalim en séance, je siégeais au sein de la commission spéciale qui examinait la loi PACTE où j'avais aussi des amendements à défendre.""",omc_pa331567,http://www2.assemblee-nationale.fr/static/tribun/15/photos/331567.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Eure-et-Loir,3e,,,Contre,Présent,Contre,Absent(e),,,Contre
Mme,Laurence Dumont,"""Mon absence le 14 septembre à l'Assemblée nationale ne signifie pas que je ne suis pas mobilisée sur la question. Des engagements pris antérieurement en circonscription m'ont empêchée d'être à Paris pour ce débat important, mais malheureusement, ma présence n'aurait rien changé au résultat du vote.""",omc_pa1198,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1198.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Calvados,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Laurence Gayte,Pas de réponse.,omc_pa720806,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720806.jpg,La République en marche,,,LREM,,Pyrénées-Orientales,3e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Laurence Maillart-Méhaignerie,Pas de réponse.,omc_pa719718,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719718.jpg,La République en marche,,,LREM,,Ille-et-Vilaine,2e,SIGNATAIRE,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Laurence Trastour-Isnart,"""Pour la nuit du 28 au 29 mai, je suis arrivée à Orly à 22h15, par le vol au départ de Nice. Je n'ai pas reçu d'alerte m'informant des débats de nuit. Si tel avait été le cas et eu égard de l'importance des débats, je me serais rendue en séance car je suis habituée aux débats de nuit. Pour la nuit du 14 au 15 septembre,  une cérémonie de jumelage m'a obligée à être en circonscription, ma présence était nécessaire. En effet, j'avais assuré l'ensemble des préparatifs de cet événement. J'étais en charge de cette délégation au sein de ma commune, Cagnes-sur-Mer, avant d'être élue députée en juin 2017.""",omc_pa718780,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718780.jpg,Les Républicains,,,LR,,Alpes-Maritimes,6e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Laurence Vanceunebrock-Mialon,Pas de réponse.,omc_pa718728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718728.jpg,La République en marche,,,LREM,,Allier,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Laurence Vichnievsky,"""Dans les deux cas, il était impossible de prévoir l'heure de passage des deux amendements. De plus, la séance se terminant normalement à 1 heure du matin, la députée et ses collaborateurs pensaient qu'ils allaient être reportés"", justifie l'entourage de la députée.",omc_pa720704,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720704.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Puy-de-Dôme,3e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Laurent Furst,Pas de réponse.,omc_pa266774,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266774.jpg,Les Républicains,,,LR,,Bas-Rhin,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Laurent Garcia,Pas de réponse.,omc_pa720178,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720178.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Meurthe-et-Moselle,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Laurent Pietraszewski,Pas de réponse.,omc_pa720512,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720512.jpg,La République en marche,,,LREM,,Nord,11e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Laurent Saint-Martin,"""Mon absence en séance lors du vote du 28 mai s'explique par ma présence au laboratoire législatif dans la ville de Valenton, sur ma circonscription, que j'organise chaque lundi soir. Celui du 28 mai portait sur la loi portant évolution du logement, de l'aménagement et du numérique. Quant au vote du 14 septembre, j'étais ce soir-là en commission spéciale pour le projet de loi PACTE, dont j'étais membre, et qui a siégé jusqu'à tard dans la nuit.""",omc_pa720878,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720878.jpg,La République en marche,,,LREM,,Val-de-Marne,3e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Laurianne Rossi,Pas de réponse.,omc_pa721600,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721600.jpg,La République en marche,,,LREM,,Hauts-de-Seine,11e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Lénaïck Adam,Pas de réponse.,omc_pa721036,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721036.jpg,La République en marche,,,LREM,,Guyane,2e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de réponse
Mme,Liliana Tanguy,Pas de réponse.,omc_pa719550,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719550.jpg,La République en marche,,,LREM,,Finistère,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Lionel Causse,Pas de réponse.,omc_pa719922,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719922.jpg,La République en marche,,,LREM,,Landes,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Lise Magnier,Pas de réponse.,omc_pa720230,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720230.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Marne,4e,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Loïc Dombreval,Ne souhaite pas répondre.,omc_pa718894,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718894.jpg,La République en marche,,,LREM,,Alpes-Maritimes,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Loïc Kervran,Pas de réponse.,omc_pa719052,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719052.jpg,La République en marche,,,LREM,,Cher,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Loïc Prud'homme,"""Le 28 mai, j'étais en circonscription et le 14 septembre, à un débat à la Fête de l'Humanité.""",omc_pa719578,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719578.jpg,La France insoumise,,,LFI,,Gironde,3e,,,Pour,Présent,Pour,Absent(e),,,Pour
M.,Louis Aliot,Pas de réponse.,omc_pa720798,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720798.jpg,Non inscrit,,,NI,,Pyrénées-Orientales,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Luc Carvounas,"""Absent en première lecture car cela ne devait pas passer ce soir-là au vu du rythme des débats. François De Rugy a décidé de prolonger les débats après 1 heure pour que le vote se tienne en catimini à plus de 2 heures du matin...""",omc_pa429893,http://www2.assemblee-nationale.fr/static/tribun/15/photos/429893.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Val-de-Marne,9e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Ludovic Mendes,Pas de réponse.,omc_pa720370,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720370.jpg,La République en marche,,,LREM,,Moselle,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Ludovic Pajot,Pas de réponse.,omc_pa720606,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720606.jpg,Non inscrit,,,NI,RN,Pas-de-Calais,10e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,M'jid El Guerrab,Pas de réponse.,omc_pa720996,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720996.jpg,Libertés et Territoires,,,NI,PRG,Français établis hors de France,9e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de réponse
Mme,Maina Sage,Pas de réponse.,omc_pa702052,http://www2.assemblee-nationale.fr/static/tribun/15/photos/702052.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Polynésie Française,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Mansour Kamardine,Pas de réponse.,omc_pa267901,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267901.jpg,Les Républicains,,,LR,,Mayotte,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Manuéla Kéclard-Mondésir,Pas de réponse.,omc_pa721012,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721012.jpg,Gauche démocrate et républicaine,,,PCF,,Martinique,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Marc Delatte,"""Absent pour des raisons de présence en circonscription (agenda retenu de longue date), je ne pouvais dès lors être en séance.""",omc_pa718694,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718694.jpg,La République en marche,,,LREM,,Aisne,4e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Marc Le Fur,Pas de réponse.,omc_pa1874,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1874.jpg,Les Républicains,,,LR,,Côtes-d'Armor,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marguerite Deprez-Audebert,"""Le lundi, je suis en circonscription et ce vote s'est tenu un lundi soir, le 28 mai, après 1h40 du matin. Le 14 septembre, j'étais en déplacement en Italie pour le rapport, dont je suis co-auteure, sur le socle européen des droits sociaux.""",omc_pa720598,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720598.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pas-de-Calais,9e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Marianne Dubois,Pas de réponse.,omc_pa342935,http://www2.assemblee-nationale.fr/static/tribun/15/photos/342935.jpg,Les Républicains,,,LR,,Loiret,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marie Guévenoux,Pas de réponse.,omc_pa721880,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721880.jpg,La République en marche,,,LREM,,Essonne,9e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
Mme,Marie Lebec,Pas de réponse.,omc_pa721852,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721852.jpg,La République en marche,,,LREM,,Yvelines,4e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Marie Tamarelle-Verhaeghe,Pas de réponse.,omc_pa719350,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719350.jpg,La République en marche,,,LREM,,Eure,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marie-Ange Magne,Pas de réponse.,omc_pa722244,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722244.jpg,La République en marche,,,LREM,,Haute-Vienne,3e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marie-Christine Dalloz,Pas de réponse.,omc_pa332523,http://www2.assemblee-nationale.fr/static/tribun/15/photos/332523.jpg,Les Républicains,,,LR,,Jura,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marie-Christine Verdier-Jouclas,Ne souhaite pas répondre.,omc_pa721542,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721542.jpg,La République en marche,,,LREM,,Tarn,2e,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Contre
Mme,Marie-France Lorho,"""Madame le député est particulièrement attachée à être présente en circonscription. Son travail en Vaucluse l'a retenu, notamment lors du second vote du 14 septembre, dont je vous rappelle qu'il a eu lieu aux alentours de 4 heures du matin. La volonté de passer si tardivement ces amendements dans l'Hémicycle constitue d'ailleurs la raison pour laquelle si peu de députés étaient présents à ce vote"", justifie l'entourage de la députée.",omc_pa721932,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721932.jpg,Non inscrit,,,NI,Non déclarée,Vaucluse,4e,,,Absent(e),Absent(e),,Absent(e),,,Abstention
Mme,Marie-George Buffet,"""Concernant ces deux amendements, le premier est passé à 1h40 du matin, personne n'avait pu anticiper un passage de nuit, après l'heure de fin de séance (qui était fixée à 1 heure du matin). Il n'était pas possible de savoir à l'avance son passage. Le groupe GDR était représenté en séance par les députés spécialistes du texte. Pour le second, ma présence était indispensable à la Fête de l'Humanité, où j'avais de nombreux engagements, étant l'un des plus grands événements de France et se déroulant sur ma circonscription.""",omc_pa689,http://www2.assemblee-nationale.fr/static/tribun/15/photos/689.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Saint-Denis,4e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Marie-Noëlle Battistel,Pas de réponse.,omc_pa342415,http://www2.assemblee-nationale.fr/static/tribun/15/photos/342415.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Isère,4e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de réponse
Mme,Marie-Pierre Rixain,"""Je n'ai pas pu être présente dans l'Hémicycle lors du vote sur le glyphosate. Les députés de La République en marche ont adopté un système de permanence tournante selon lequel nous sommes mobilisés par groupe de députés selon les textes examinés. La taille de la majorité, qui est également composée des députés MoDem, et la fragmentation des oppositions, permet ce système de rotation. Il se trouve que je n'étais pas de permanence ce jour, même si j'ai participé au vote sur l'ensemble du projet de loi.""",omc_pa722252,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722252.jpg,La République en marche,,,LREM,,Essonne,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Marielle de Sarnez,Pas de réponse.,omc_pa717151,http://www2.assemblee-nationale.fr/static/tribun/15/photos/717151.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Paris,11e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marietta Karamanli,"""Le 28 mai, je n'étais pas présente dans l'Hémicycle durant cette soirée car engagée de longue date pour une autre réunion au Mans qui concernait, sauf erreur de ma part, une rencontre avec de futurs professionnels de santé et la réponse à la problématique de désertification médicale. Le 15 septembre, mon absence s'explique par ma présence dans la circonscription à une inauguration puis à une rencontre, elles aussi prévues de longue date.""",omc_pa335054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/335054.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Sarthe,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Marine Brenier,Pas de réponse.,omc_pa713448,http://www2.assemblee-nationale.fr/static/tribun/15/photos/713448.jpg,Les Républicains,,,LR,,Alpes-Maritimes,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marine Le Pen,Pas de réponse.,omc_pa720614,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720614.jpg,Non inscrit,,,NI,RN,Pas-de-Calais,11e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Marion Lenne,Pas de réponse.,omc_pa721450,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721450.jpg,La République en marche,,,LREM,,Haute-Savoie,5e,SIGNATAIRE,,Pour,Présent,Pour,Absent(e),,,Pas de réponse
Mme,Marjolaine Meynier-Millefert,Pas de réponse.,omc_pa719882,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719882.jpg,La République en marche,,,LREM,,Isère,10e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Martial Saddier,"""Je n'étais pas présent ce soir-là, un député ne pouvant être présent à toutes les séances et toutes les commissions, c'est matériellement impossible.""",omc_pa267527,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267527.jpg,Les Républicains,,,LR,,Haute-Savoie,3e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Martine Leguille-Balloy,Ne souhaite pas répondre.,omc_pa722008,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722008.jpg,La République en marche,,,LREM,,Vendée,4e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Contre
Mme,Martine Wonner,"""J'accueillais un ministre dans ma circonscription. Nous avons fait une réunion avec lui, des élus locaux et des acteurs de la CCI.""",omc_pa722268,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722268.jpg,La République en marche,,,LREM,,Bas-Rhin,4e,,SIGNATAIRE,Pour,Présent,Pour,Absent(e),,,Pour
Mme,Mathilde Panot,"""L'amendement était prévu pour la séance du lendemain, à laquelle j'avais prévu d'être présente. François de Rugy a décidé de manière unilatérale de prolonger la séance de la veille jusqu'à 1 heure du matin, ce qui m'a fait rater le vote.""",omc_pa720892,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720892.jpg,La France insoumise,,,LFI,,Val-de-Marne,10e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Matthieu Orphelin,Pas de réponse.,omc_pa720278,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720278.jpg,La République en marche,,,LREM,,Maine-et-Loire,1ère,SIGNATAIRE,,Pour,Présent,Pour,Absent(e),,,Pas de réponse
