title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier_scrutin_presence,premier_scrutin_vote,septembre,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
Mme,Sylvie Tolmont,Pas de réponse.,omc_pa608741,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608741.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Sarthe,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Thibault Bazin,Pas de réponse.,omc_pa642847,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642847.jpg,Les Républicains,,,LR,,Meurthe-et-Moselle,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Thierry Benoit,Pas de réponse.,omc_pa332228,http://www2.assemblee-nationale.fr/static/tribun/15/photos/332228.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Ille-et-Vilaine,6.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Thierry Solère,Pas de réponse.,omc_pa346876,http://www2.assemblee-nationale.fr/static/tribun/15/photos/346876.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,9.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Typhanie Degois,Pas de réponse.,omc_pa721398,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721398.jpg,La République en Marche,,,LREM,,Savoie,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Bazin-Malgras,Pas de réponse.,omc_pa718884,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718884.jpg,Les Républicains,,,LR,,Aube,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Beauvais,Pas de réponse.,omc_pa720210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720210.jpg,Les Républicains,,,LR,,Marne,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Boyer,Pas de réponse.,omc_pa330684,http://www2.assemblee-nationale.fr/static/tribun/15/photos/330684.jpg,Les Républicains,,,LR,,Bouches-du-Rhône,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Gomez-Bassac,Pas de réponse.,omc_pa721784,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721784.jpg,La République en Marche,,,LREM,,Var,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Lacroute,Pas de réponse.,omc_pa609245,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609245.jpg,Les Républicains,,,LR,,Seine-et-Marne,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Oppelt,Pas de réponse.,omc_pa720108,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720108.jpg,La République en Marche,,,LREM,,Loire-Atlantique,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Petit,Pas de réponse.,omc_pa720500,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720500.jpg,La République en Marche,,,LREM,,Nord,9.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Valérie Rabault,Pas de réponse.,omc_pa609590,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609590.jpg,Socialistes et apparentés,,Présidente,NOUVELLE GAUCHE,,Tarn-et-Garonne,1.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
Mme,Véronique Hammerer,Pas de réponse.,omc_pa719652,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719652.jpg,La République en Marche,,,LREM,,Gironde,11.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Véronique Louwagie,Pas de réponse.,omc_pa608016,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608016.jpg,Les Républicains,,,LR,,Orne,2.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Véronique Riotton,Pas de réponse.,omc_pa721426,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721426.jpg,La République en Marche,,,LREM,,Haute-Savoie,1.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Vincent Bru,Pas de réponse.,omc_pa720772,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720772.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Pyrénées-Atlantiques,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Vincent Rolland,Pas de réponse.,omc_pa266808,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266808.jpg,Les Républicains,,,LR,,Savoie,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Vincent Thiébaut,Pas de réponse.,omc_pa722336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722336.jpg,La République en Marche,,,LREM,,Bas-Rhin,9.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Virginie Duby-Muller,Pas de réponse.,omc_pa608826,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608826.jpg,Les Républicains,,,LR,,Haute-Savoie,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Xavier Batut,Pas de réponse.,omc_pa721522,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721522.jpg,La République en Marche,,,LREM,,Seine-Maritime,10.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Xavier Roseren,Pas de réponse.,omc_pa721458,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721458.jpg,La République en Marche,,,LREM,,Haute-Savoie,6.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Yaël Braun-Pivet,Pas de réponse.,omc_pa721908,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721908.jpg,La République en Marche,,,LREM,,Yvelines,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Yannick Haury,Pas de réponse.,omc_pa720054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720054.jpg,La République en Marche,,,LREM,,Loire-Atlantique,9.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Yannick Kerlogot,Pas de réponse.,omc_pa719230,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719230.jpg,La République en Marche,,,LREM,,Côtes-d'Armor,4.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Yolaine de Courson,Pas de réponse.,omc_pa719194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719194.jpg,La République en Marche,,,LREM,,Côte-d'Or,4.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Zivka Park,Pas de réponse.,omc_pa720944,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720944.jpg,La République en Marche,,,LREM,,Val-d'Oise,9.0,,,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
