title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier_scrutin_presence,premier_scrutin_vote,septembre,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
Mme,Florence Provendier,Pas de réponse.,omc_pa722194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722194.jpg,La République en Marche,Gabriel Attal,,LREM,,Hauts-de-Seine,10.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
M.,Florian Bachelier,Pas de réponse.,omc_pa719770,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719770.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,8.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Francis Chouat,Pas de réponse.,omc_pa760658,http://www2.assemblee-nationale.fr/static/tribun/15/photos/760658.jpg,La République en Marche,Manuel Valls,,LREM,Apparenté au,Essonne,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Francis Vercamer,Pas de réponse.,omc_pa267585,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267585.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Franck Marlin,Pas de réponse.,omc_pa2086,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2086.jpg,Les Républicains,,,LR,,Essonne,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,François André,Pas de réponse.,omc_pa606675,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606675.jpg,La République en Marche,,,LREM,Apparenté au,Ille-et-Vilaine,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,François Cormier-Bouligeon,Pas de réponse.,omc_pa719118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719118.jpg,La République en Marche,,,LREM,,Cher,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,François Cornut-Gentille,Pas de réponse.,omc_pa923,http://www2.assemblee-nationale.fr/static/tribun/15/photos/923.jpg,Les Républicains,,,LR,,Haute-Marne,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,François Jolivet,Pas de réponse.,omc_pa719778,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719778.jpg,La République en Marche,,,LREM,,Indre,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,François Pupponi,Pas de réponse.,omc_pa405480,http://www2.assemblee-nationale.fr/static/tribun/15/photos/405480.jpg,Libertés et Territoires,,,NOUVELLE GAUCHE,,Val-d'Oise,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Françoise Dumas,Pas de réponse.,omc_pa606202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606202.jpg,La République en Marche,,,LREM,,Gard,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Frédéric Barbier,Pas de réponse.,omc_pa642724,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642724.jpg,La République en Marche,,,LREM,,Doubs,4.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
M.,Frédéric Reiss,Pas de réponse.,omc_pa266776,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266776.jpg,Les Républicains,,,LR,,Bas-Rhin,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Frédérique Dumas,Pas de réponse.,omc_pa721194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721194.jpg,"UDI, Agir et Indépendants",,,LREM,,Hauts-de-Seine,13.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Frédérique Meunier,Pas de réponse.,omc_pa719272,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719272.jpg,Les Républicains,,,LR,,Corrèze,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gaël Le Bohec,Pas de réponse.,omc_pa719728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719728.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,4.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Geneviève Levy,Pas de réponse.,omc_pa267378,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267378.jpg,Les Républicains,,,LR,,Var,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gérard Cherpion,Pas de réponse.,omc_pa856,http://www2.assemblee-nationale.fr/static/tribun/15/photos/856.jpg,Les Républicains,,,LR,,Vosges,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gérard Menuel,Pas de réponse.,omc_pa2155,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2155.jpg,Les Républicains,,,LR,,Aube,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gilbert Collard,Pas de réponse.,omc_pa606212,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606212.jpg,Non inscrit,,,NI (RN),,Gard,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gilles Carrez,Pas de réponse.,omc_pa746,http://www2.assemblee-nationale.fr/static/tribun/15/photos/746.jpg,Les Républicains,,,LR,,Val-de-Marne,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gilles Le Gendre,Pas de réponse.,omc_pa721466,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721466.jpg,La République en Marche,,,LREM,,Paris,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Gilles Lurton,Pas de réponse.,omc_pa606712,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606712.jpg,Les Républicains,,,LR,,Ille-et-Vilaine,7.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Graziella Melchior,Pas de réponse.,omc_pa719338,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719338.jpg,La République en Marche,,,LREM,,Finistère,5.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Guillaume Chiche,Pas de réponse.,omc_pa722126,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722126.jpg,La République en Marche,,,LREM,,Deux-Sèvres,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Guillaume Gouffier-Cha,Pas de réponse.,omc_pa721296,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721296.jpg,La République en Marche,,,LREM,,Val-de-Marne,6.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Guillaume Kasbarian,Pas de réponse.,omc_pa719372,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719372.jpg,La République en Marche,,,LREM,,Eure-et-Loir,1.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Guillaume Larrivé,Pas de réponse.,omc_pa267785,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267785.jpg,Les Républicains,,,LR,,Yonne,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Guillaume Peltier,Pas de réponse.,omc_pa719946,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719946.jpg,Les Républicains,,,LR,,Loir-et-Cher,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Hélène Vainqueur-Christophe,Pas de réponse.,omc_pa643145,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643145.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Guadeloupe,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Hélène Zannier,Pas de réponse.,omc_pa720318,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720318.jpg,La République en Marche,,,LREM,,Moselle,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Hervé Berville,Pas de réponse.,omc_pa719218,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719218.jpg,La République en Marche,,,LREM,,Côtes-d'Armor,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Hervé Pellois,Pas de réponse.,omc_pa607595,http://www2.assemblee-nationale.fr/static/tribun/15/photos/607595.jpg,La République en Marche,,,LREM,,Morbihan,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Hugues Renson,Pas de réponse.,omc_pa721824,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721824.jpg,La République en Marche,,,LREM,,Paris,13.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Huguette Bello,Pas de réponse.,omc_pa441,http://www2.assemblee-nationale.fr/static/tribun/15/photos/441.jpg,Gauche démocrate et républicaine,,,PCF,,Réunion,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Huguette Tiegna,Pas de réponse.,omc_pa720014,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720014.jpg,La République en Marche,,,LREM,,Lot,2.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
M.,Ian Boucard,Pas de réponse.,omc_pa721816,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721816.jpg,Les Républicains,,,LR,,Territoire de Belfort,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Jacqueline Maquet,Pas de réponse.,omc_pa334116,http://www2.assemblee-nationale.fr/static/tribun/15/photos/334116.jpg,La République en Marche,,,LREM,,Pas-de-Calais,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jacques Cattin,Pas de réponse.,omc_pa767,http://www2.assemblee-nationale.fr/static/tribun/15/photos/767.jpg,Les Républicains,,,LR,,Haut-Rhin,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jacques Maire,Pas de réponse.,omc_pa722178,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722178.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jacques Marilossian,Pas de réponse.,omc_pa721946,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721946.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jacques Savatier,Pas de réponse.,omc_pa722078,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722078.jpg,La République en Marche,,,LREM,,Vienne,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean Terlier,Pas de réponse.,omc_pa721584,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721584.jpg,La République en Marche,,,LREM,,Tarn,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Baptiste Djebbari,Pas de réponse.,omc_pa722236,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722236.jpg,La République en Marche,,,LREM,,Haute-Vienne,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Bernard Sempastous,Pas de réponse.,omc_pa720780,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720780.jpg,La République en Marche,,,LREM,,Hautes-Pyrénées,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Carles Grelier,Pas de réponse.,omc_pa267318,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267318.jpg,Les Républicains,,,LR,,Sarthe,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Charles Colas-Roy,Pas de réponse.,omc_pa719740,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719740.jpg,La République en Marche,,,LREM,,Isère,2.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Charles Larsonneur,Pas de réponse.,omc_pa719396,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719396.jpg,La République en Marche,,,LREM,,Finistère,2.0,SIGNATAIRE,,Pour,Présent,Pour,Absent,,,Pas de réponse
M.,Jean-Charles Taugourdeau,Pas de réponse.,omc_pa2792,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2792.jpg,Les Républicains,,,LR,,Maine-et-Loire,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Claude Bouchet,Pas de réponse.,omc_pa336316,http://www2.assemblee-nationale.fr/static/tribun/15/photos/336316.jpg,Les Républicains,,,LR,,Vaucluse,2.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Jean-François Parigi,Pas de réponse.,omc_pa721636,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721636.jpg,Les Républicains,,,LR,,Seine-et-Marne,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-François Portarrieu,Pas de réponse.,omc_pa719528,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719528.jpg,La République en Marche,,,LREM,,Haute-Garonne,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Jacques Ferrara,Pas de réponse.,omc_pa643103,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643103.jpg,Les Républicains,,,LR,,Corse-du-Sud,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Jacques Gaultier,Pas de réponse.,omc_pa267324,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267324.jpg,Les Républicains,,,LR,,Vosges,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Louis Masson,Pas de réponse.,omc_pa346218,http://www2.assemblee-nationale.fr/static/tribun/15/photos/346218.jpg,Les Républicains,,,LR,,Var,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Louis Thiériot,Pas de réponse.,omc_pa643089,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643089.jpg,Les Républicains,,,LR,,Seine-et-Marne,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Louis Touraine,Pas de réponse.,omc_pa334768,http://www2.assemblee-nationale.fr/static/tribun/15/photos/334768.jpg,La République en Marche,,,LREM,,Rhône,3.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Luc Mélenchon,Pas de réponse.,omc_pa2150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2150.jpg,La France insoumise,,Président,LFI,,Bouches-du-Rhône,4.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
M.,Jean-Luc Poudroux,Pas de réponse.,omc_pa759192,http://www2.assemblee-nationale.fr/static/tribun/15/photos/759192.jpg,Les Républicains,,,,,La Réunion,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Luc Warsmann,Pas de réponse.,omc_pa2952,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2952.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Ardennes,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Marc Zulesi,Pas de réponse.,omc_pa718962,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718962.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,8.0,SIGNATAIRE,SIGNATAIRE,Pour,Présent,Pour,Absent,,,Pas de réponse
M.,Jean-Marie Sermier,Pas de réponse.,omc_pa267204,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267204.jpg,Les Républicains,,,LR,,Jura,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Michel Fauvergue,Pas de réponse.,omc_pa721702,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721702.jpg,La République en Marche,,,LREM,,Seine-et-Marne,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Michel Jacques,Pas de réponse.,omc_pa720354,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720354.jpg,La République en Marche,,,LREM,,Morbihan,6.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Jean-Paul Mattei,Pas de réponse.,omc_pa720728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720728.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Philippe Ardouin,Pas de réponse.,omc_pa719100,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719100.jpg,La République en Marche,,,LREM,,Charente-Maritime,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Philippe Nilor,Pas de réponse.,omc_pa610654,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610654.jpg,Gauche démocrate et républicaine,,,PCF,,Martinique,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Pierre Cubertafon,Pas de réponse.,omc_pa719266,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719266.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Dordogne,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jean-Pierre Door,Pas de réponse.,omc_pa267289,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267289.jpg,Les Républicains,,,LR,,Loiret,4.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Jean-Pierre Vigier,Pas de réponse.,omc_pa607090,http://www2.assemblee-nationale.fr/static/tribun/15/photos/607090.jpg,Les Républicains,,,LR,,Haute-Loire,2.0,,,Absent,Absent,,Absent,,,Contre
M.,Jean-René Cazeneuve,Pas de réponse.,omc_pa719472,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719472.jpg,La République en Marche,,,LREM,,Gers,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Jeanine Dubié,Pas de réponse.,omc_pa608292,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608292.jpg,Libertés et Territoires,,,NI,PRG,Hautes-Pyrénées,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Jérôme Nury,Pas de réponse.,omc_pa720644,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720644.jpg,Les Républicains,,,LR,,Orne,3.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Jimmy Pahun,Pas de réponse.,omc_pa720334,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720334.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Morbihan,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Joachim Son-Forget,Pas de réponse.,omc_pa721174,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721174.jpg,La République en Marche,,,LREM,,Français établis hors de France,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,José Evrard,Pas de réponse.,omc_pa720664,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720664.jpg,Non inscrit,,,NI,Non déclaré,Pas-de-Calais,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Josette Manin,Pas de réponse.,omc_pa720988,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720988.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,Apparentée au,Martinique,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Josiane Corneloup,Pas de réponse.,omc_pa722390,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722390.jpg,Les Républicains,,,LR,,Saône-et-Loire,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Josy Poueyto,Pas de réponse.,omc_pa720720,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720720.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pyrénées-Atlantiques,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Julien Aubert,Pas de réponse.,omc_pa609726,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609726.jpg,Les Républicains,,,LR,,Vaucluse,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Julien Borowczyk,Pas de réponse.,omc_pa719980,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719980.jpg,La République en Marche,,,LREM,,Loire,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Julien Dive,Pas de réponse.,omc_pa712015,http://www2.assemblee-nationale.fr/static/tribun/15/photos/712015.jpg,Les Républicains,,,LR,,Aisne,2.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Justine Benin,Pas de réponse.,omc_pa720968,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720968.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparentée au,Guadeloupe,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Laetitia Avia,Pas de réponse.,omc_pa721624,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721624.jpg,La République en Marche,,,LREM,,Paris,8.0,,,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Laëtitia Romeiro Dias,Pas de réponse.,omc_pa722022,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722022.jpg,La République en Marche,,,LREM,,Essonne,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Laetitia Saint-Paul,Pas de réponse.,omc_pa720138,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720138.jpg,La République en Marche,,,LREM,,Maine-et-Loire,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Laurence Gayte,Pas de réponse.,omc_pa720806,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720806.jpg,La République en Marche,,,LREM,,Pyrénées-Orientales,3.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Laurence Maillart-Méhaignerie,Pas de réponse.,omc_pa719718,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719718.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,2.0,SIGNATAIRE,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Laurence Vanceunebrock-Mialon,Pas de réponse.,omc_pa718728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718728.jpg,La République en Marche,,,LREM,,Allier,2.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Laurent Furst,Pas de réponse.,omc_pa266774,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266774.jpg,Les Républicains,,,LR,,Bas-Rhin,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Laurent Garcia,Pas de réponse.,omc_pa720178,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720178.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Meurthe-et-Moselle,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Laurent Pietraszewski,Pas de réponse.,omc_pa720512,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720512.jpg,La République en Marche,,,LREM,,Nord,11.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Laurianne Rossi,Pas de réponse.,omc_pa721600,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721600.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,11.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Lénaïck Adam,Pas de réponse.,omc_pa721036,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721036.jpg,La République en Marche,,,LREM,,Guyane,2.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
Mme,Liliana Tanguy,Pas de réponse.,omc_pa719550,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719550.jpg,La République en Marche,,,LREM,,Finistère,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Lionel Causse,Pas de réponse.,omc_pa719922,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719922.jpg,La République en Marche,,,LREM,,Landes,2.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Lise Magnier,Pas de réponse.,omc_pa720230,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720230.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Marne,4.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Loïc Kervran,Pas de réponse.,omc_pa719052,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719052.jpg,La République en Marche,,,LREM,,Cher,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Louis Aliot,Pas de réponse.,omc_pa720798,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720798.jpg,Non inscrit,,,NI,,Pyrénées-Orientales,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Ludovic Mendes,Pas de réponse.,omc_pa720370,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720370.jpg,La République en Marche,,,LREM,,Moselle,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Ludovic Pajot,Pas de réponse.,omc_pa720606,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720606.jpg,Non inscrit,,,NI,RN,Pas-de-Calais,10.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,M'jid El Guerrab,Pas de réponse.,omc_pa720996,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720996.jpg,Libertés et Territoires,,,NI,PRG,Français établis hors de France,9.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
Mme,Maina Sage,Pas de réponse.,omc_pa702052,http://www2.assemblee-nationale.fr/static/tribun/15/photos/702052.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Polynésie Française,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Mansour Kamardine,Pas de réponse.,omc_pa267901,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267901.jpg,Les Républicains,,,LR,,Mayotte,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Manuéla Kéclard-Mondésir,Pas de réponse.,omc_pa721012,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721012.jpg,Gauche démocrate et républicaine,,,PCF,,Martinique,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Marc Le Fur,Pas de réponse.,omc_pa1874,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1874.jpg,Les Républicains,,,LR,,Côtes-d'Armor,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marianne Dubois,Pas de réponse.,omc_pa342935,http://www2.assemblee-nationale.fr/static/tribun/15/photos/342935.jpg,Les Républicains,,,LR,,Loiret,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marie Guévenoux,Pas de réponse.,omc_pa721880,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721880.jpg,La République en Marche,,,LREM,,Essonne,9.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Marie Lebec,Pas de réponse.,omc_pa721852,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721852.jpg,La République en Marche,,,LREM,,Yvelines,4.0,,,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Marie Tamarelle-Verhaeghe,Pas de réponse.,omc_pa719350,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719350.jpg,La République en Marche,,,LREM,,Eure,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marie-Ange Magne,Pas de réponse.,omc_pa722244,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722244.jpg,La République en Marche,,,LREM,,Haute-Vienne,3.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marie-Christine Dalloz,Pas de réponse.,omc_pa332523,http://www2.assemblee-nationale.fr/static/tribun/15/photos/332523.jpg,Les Républicains,,,LR,,Jura,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marie-Noëlle Battistel,Pas de réponse.,omc_pa342415,http://www2.assemblee-nationale.fr/static/tribun/15/photos/342415.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Isère,4.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
