title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier+AF8-scrutin+AF8-presence,premier+AF8-scrutin+AF8-vote,septembre,deuxieme+AF8-scrutin+AF8-presence,deuxieme+AF8-scrutin+AF8-vote,envoye+AF8-special
M.,Fr+AOk-d+AOk-ric Descrozaille,+ACI-+ACIAIg-Les 28 et 29 mai, j'+AOk-tais focalis+AOk- sur la mise en place de plusieurs projets que je conduis (l'exp+AOk-rimentation +ACIAIg-repas +AOA- l'h+APQ-pital+ACIAIg- et la journ+AOk-e que j'ai organis+AOk-e +AOA- Rungis le 19 octobre dernier sur la relocalisation de fili+AOg-res de produits frais alimentaires en Ile+AC0-de+AC0-France), et lors de la premi+AOg-re lecture du projet de loi EGalim, je me suis focalis+AOk- sur l'enjeu de la d+AOk-rogation du secteur agricole au droit de la concurrence.+ACIAIg-+ACI-,omc+AF8-pa720862,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720862.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-de+AC0-Marne,1+AOg-re,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Contre
M.,Fr+AOk-d+AOk-ric Petit,+ACI-+ACIAIg-Monsieur Petit n'a pas particip+AOk- au vote, il +AOk-tait en d+AOk-placement dans sa circonscription : la 7e des Fran+AOc-ais +AOk-tablis +AOA- l'+AOk-tranger (Allemagne, Europe centrale et Balkans)+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa721182,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721182.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Fran+AOc-ais +AOk-tablis hors de France,7e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Fr+AOk-d+AOk-ric Reiss,Pas de r+AOk-ponse.,omc+AF8-pa266776,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/266776.jpg,Les R+AOk-publicains,,,LR,,Bas+AC0-Rhin,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Fr+AOk-d+AOk-rique Dumas,Pas de r+AOk-ponse.,omc+AF8-pa721194,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721194.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,LREM,,Hauts+AC0-de+AC0-Seine,13e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Fr+AOk-d+AOk-rique Lardet,+ACI-+ACIAIg-Concernant l'absence aux votes, il est bien souvent tr+AOg-s difficile de conna+AO4-tre le jour et l'heure exacte de passage de chaque amendement. J'avais, lors du vote de ces amendements, d'autres obligations avec des auditions que je r+AOk-alisais sur d'autres sujets l+AOk-gislatifs.+ACIAIg-+ACI-,omc+AF8-pa721434,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721434.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Savoie,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Fr+AOk-d+AOk-rique Meunier,Pas de r+AOk-ponse.,omc+AF8-pa719272,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719272.jpg,Les R+AOk-publicains,,,LR,,Corr+AOg-ze,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Fr+AOk-d+AOk-rique Tuffnell,+ACI-+ACIAIg-Je ne savais pas que l'amendement allait passer. Impossible de suivre, pour une personne normale, l'ordre de passage. Les amendements sont num+AOk-rot+AOk-s et compte+AC0-tenu du nombre d'amendements, c'est impossible.+ACIAIg-+ACI-,omc+AF8-pa719092,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719092.jpg,La R+AOk-publique en marche,,,LREM,,Charente+AC0-Maritime,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Gabriel Serville,+ACI-+ACIAIg-Le vote a eu lieu tard dans la nuit du vendredi au samedi 28 au 29 mai, apr+AOg-s une d+AOk-cision, +AOA- pr+AOg-s d'une heure du matin du pr+AOk-sident de l'Assembl+AOk-e nationale de prolonger la s+AOk-ance, contrairement +AOA- ce qui avait +AOk-t+AOk- annonc+AOk- plus t+APQ-t dans la soir+AOk-e. Gabriel Serville +AOk-tait pr+AOk-sent jusqu'+AOA- minuit en s+AOk-ance et a quitt+AOk- l'H+AOk-micycle sans se douter de cette prolongation et que l'on proc+AOk-derait +AOA- l'analyse des amendements sur l'interdiction des neonicotino+AO8-des et du glyphosate+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa610667,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/610667.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Guyane,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Ga+AOs-l Le Bohec,Pas de r+AOk-ponse.,omc+AF8-pa719728,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719728.jpg,La R+AOk-publique en marche,,,LREM,,Ille+AC0-et+AC0-Vilaine,4e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Genevi+AOg-ve Levy,Pas de r+AOk-ponse.,omc+AF8-pa267378,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267378.jpg,Les R+AOk-publicains,,,LR,,Var,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,George Pau+AC0-Langevin,+ACI-+ACIAIg-Les d+AOk-put+AOk-s sont r+AOk-partis en commission car nous ne pouvons pas +AOk-tudier tous les sujets. L'Assembl+AOk-e venait de si+AOk-ger matin, midi et soir et cela depuis 3 semaines samedi et dimanche compris, ce qui n'est pas possible pour une seule personne. Il faut donc se r+AOk-partir. Je suis les dossiers li+AOk-s +AOA- l'+AOk-ducation, l'enseignement sup+AOk-rieur, la culture, les m+AOk-dias, la vie associative et la jeunesse. J'ai bien compris la d+AOk-ception de certains de mes administr+AOk-s, mais qui serait capable de travailler 7jours/7 de 9 heures +AOA- 1 heure du matin  sans jamais +AOo-tre fatigu+AOk- ?+ACIAIg-+ACI-,omc+AF8-pa335532,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/335532.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Paris,15e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,G+AOk-raldine Bannier,+ACI-+ACIAIg-Je me suis abstenue sur l'amendement Orphelin en premi+AOg-re lecture et j'+AOk-tais absente sur ce point lors de la lecture suivante pour cause de rendez+AC0-vous concomitants en circonscription.+ACIAIg-+ACI-,omc+AF8-pa720256,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720256.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Mayenne,2e,,,Abstention,Pr+AOk-sent,Abstention,Absent(e),,,Contre
M.,G+AOk-rard Cherpion,Pas de r+AOk-ponse.,omc+AF8-pa856,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/856.jpg,Les R+AOk-publicains,,,LR,,Vosges,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,G+AOk-rard Menuel,Pas de r+AOk-ponse.,omc+AF8-pa2155,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2155.jpg,Les R+AOk-publicains,,,LR,,Aube,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Gilbert Collard,Pas de r+AOk-ponse.,omc+AF8-pa606212,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606212.jpg,Non inscrit,,,NI (RN),,Gard,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Gilles Carrez,Pas de r+AOk-ponse.,omc+AF8-pa746,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/746.jpg,Les R+AOk-publicains,,,LR,,Val+AC0-de+AC0-Marne,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Gilles Le Gendre,Pas de r+AOk-ponse.,omc+AF8-pa721466,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721466.jpg,La R+AOk-publique en marche,,,LREM,,Paris,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Gilles Lurton,Pas de r+AOk-ponse.,omc+AF8-pa606712,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606712.jpg,Les R+AOk-publicains,,,LR,,Ille+AC0-et+AC0-Vilaine,7e,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
Mme,Gis+AOg-le Bi+AOk-mouret,+ACI-+ACIAIg-Le 28 mai, j'+AOk-tais +AOA- une r+AOk-union en Commission des affaires sociales et travaux en groupe pour l'examen du projet de loi sur la formation professionnelle. Le 14 septembre, j'avais des obligations en circonscription (ex. Conseil de surveillance de l'h+APQ-pital de Condom).+ACIAIg-+ACI-,omc+AF8-pa508,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/508.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Gers,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Graziella Melchior,Pas de r+AOk-ponse.,omc+AF8-pa719338,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719338.jpg,La R+AOk-publique en marche,,,LREM,,Finist+AOg-re,5e,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Gr+AOk-gory Besson+AC0-Moreau,+ACI-+ACIAIg-Si j'+AOk-tais absent lors du vote, la raison est tr+AOg-s simple : j'+AOk-tais dans ma circonscription de l'Aube avec des +AOk-leveurs laitiers.+ACIAIg-+ACI-,omc+AF8-pa718876,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718876.jpg,La R+AOk-publique en marche,,,LREM,,Aube,1+AOg-re,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
M.,Guillaume Chiche,Pas de r+AOk-ponse.,omc+AF8-pa722126,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722126.jpg,La R+AOk-publique en marche,,,LREM,,Deux+AC0-S+AOg-vres,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Guillaume Garot,Pr+AOk-sent aux deux votes.,omc+AF8-pa333285,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/333285.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Mayenne,1+AOg-re,,,Pour,Pr+AOk-sent,Pour,Pour,PRESENT,POUR,Pour
M.,Guillaume Gouffier+AC0-Cha,Pas de r+AOk-ponse.,omc+AF8-pa721296,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721296.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-de+AC0-Marne,6e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Guillaume Kasbarian,Pas de r+AOk-ponse.,omc+AF8-pa719372,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719372.jpg,La R+AOk-publique en marche,,,LREM,,Eure+AC0-et+AC0-Loir,1+AOg-re,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Guillaume Larriv+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa267785,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267785.jpg,Les R+AOk-publicains,,,LR,,Yonne,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Guillaume Peltier,Pas de r+AOk-ponse.,omc+AF8-pa719946,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719946.jpg,Les R+AOk-publicains,,,LR,,Loir+AC0-et+AC0-Cher,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Guillaume Vuilletet,+ACI-+ACIAIg-Il n'+AOk-tait pas +AOk-t+AOk- pr+AOk-sent lors du vote, car retenu en circonscription pour une r+AOk-union publique.+ACIAIg-+ACI-,omc+AF8-pa721262,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721262.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-d'Oise,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Guy Bricout,+ACI-+ACIAIg-Appartenant +AOA- la commission d+AOk-veloppement durable et am+AOk-nagement du territoire, j'ai eu l'occasion de faire conna+AO4-tre mon opinion. J'avais ces jours+AC0-l+AOA- d'autres obligations. Le r+AOk-sultat du vote ne faisait pas de doute et les d+AOk-put+AOk-s ne peuvent +AOo-tre toujours pr+AOk-sents.+ACIAIg-+ACI-,omc+AF8-pa267766,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267766.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,18e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Guy Teissier,+ACI-+ACIAIg-En ce qui concerne mon absence au moment du vote, sachez qu'en tant que d+AOk-put+AOk-, mon travail consiste +AOk-galement +AOA- +AOo-tre en circonscription +AOA- l'+AOk-coute des habitants, je partage donc ainsi mon temps de travail entre Marseille et l'Assembl+AOk-e nationale. Je suis +AOA- l'Assembl+AOk-e les mardis, mercredis voire les jeudis, et en circonscription le reste du temps. Ce choix d'+AOo-tre sur le terrain peut se faire au d+AOk-pend de certaines s+AOk-ances. En effet, les amendements concernant le glyphosate ont +AOk-t+AOk- examin+AOk-s le lundi 28 mai et le vendredi 14 septembre.+ACIAIg-+ACI-,omc+AF8-pa2796,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2796.jpg,Les R+AOk-publicains,,,LR,,Bouches+AC0-du+AC0-Rh+APQ-ne,6e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Gwendal Rouillard,+ACI-+ACIAIg-Monsieur Rouillard n'+AOk-tait pas pr+AOk-sent les 28 mai et 14 septembre dernier parce qu'il +AOk-tait retenu par des obligations professionnelles en circonscription+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa343493,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/343493.jpg,La R+AOk-publique en marche,,,LREM,,Morbihan,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,H+AOk-l+AOg-ne Vainqueur+AC0-Christophe,Pas de r+AOk-ponse.,omc+AF8-pa643145,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/643145.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Guadeloupe,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,H+AOk-l+AOg-ne Zannier,Pas de r+AOk-ponse.,omc+AF8-pa720318,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720318.jpg,La R+AOk-publique en marche,,,LREM,,Moselle,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Herv+AOk- Berville,Pas de r+AOk-ponse.,omc+AF8-pa719218,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719218.jpg,La R+AOk-publique en marche,,,LREM,,C+APQ-tes+AC0-d'Armor,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Herv+AOk- Pellois,Pas de r+AOk-ponse.,omc+AF8-pa607595,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/607595.jpg,La R+AOk-publique en marche,,,LREM,,Morbihan,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Herv+AOk- Saulignac,+ACI-+ACIAIg-Premi+AOg-rement, je ne suis pas membre de la commission des affaires +AOk-conomiques qui a examin+AOk- ce texte (je suis membre de la commission des lois) et donc je n'ai pas eu +AOA- le suivre. Deuxi+AOg-mement, je n'+AOk-tais pas de permanence lors du passage de ce texte en s+AOk-ance. Troisi+AOg-mement, je ne peux anticiper le passage d'un amendement parmi des milliers et sauter dans un m+AOk-tro nuitamment pour aller appuyer sur le bouton. Il me faut 8 heures aller+AC0-retour pour me rendre +AOA- l'Assembl+AOk-e depuis mon domicile. Seuls des d+AOk-put+AOk-s de permanence, ou bien ceux qui suivaient ce texte pour le compte de leur groupe politique ou bien encore des d+AOk-put+AOk-s franciliens qui peuvent se rendre +AOA- l'Assembl+AOk-e au pied lev+AOk- +AOA- 2 heures du matin, dans la nuit de vendredi +AOA- samedi, pouvaient ou devaient +AOo-tre pr+AOk-sents.+ACIAIg-+ACI-,omc+AF8-pa340343,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/340343.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Ard+AOg-che,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Hubert Julien+AC0-Laferri+AOg-re,+ACI-+ACIAIg-J'+AOk-tais signataire de l'amendement Orphelin et n'+AOk-tais pas dans l'H+AOk-micycle le 28 mai au soir car dans ma circonscription comme presque tous les lundis et je ne savais pas que l'amendement passerait ce soir+AC0-l+AOA-.+ACIAIg-+ACI-,omc+AF8-pa722344,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722344.jpg,La R+AOk-publique en marche,,,LREM,,Rh+APQ-ne,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Pour,PRSENT,POUR,Pour
M.,Hubert Wulfranc,+ACI-+ACIAIg-Sur les raisons de son absence, vous vous doutez que Monsieur Wulfranc a aussi des engagements en circonscription et qu'il ne peut pas toujours +AOo-tre +AOA- l'Assembl+AOk-e nationale. De plus, la majorit+AOk- parlementaire s'est arrang+AOk-e +AOA- chaque fois pour faire passer la mesure en question +AOA- des horaires particuli+AOg-rement tardifs au c+AVM-ur de la nuit+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa722110,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722110.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Seine+AC0-Maritime,3e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Hugues Renson,Pas de r+AOk-ponse.,omc+AF8-pa721824,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721824.jpg,La R+AOk-publique en marche,,,LREM,,Paris,13e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Huguette Bello,Pas de r+AOk-ponse.,omc+AF8-pa441,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/441.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,R+AOk-union,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Huguette Tiegna,Pas de r+AOk-ponse.,omc+AF8-pa720014,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720014.jpg,La R+AOk-publique en marche,,,LREM,,Lot,2e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Ian Boucard,Pas de r+AOk-ponse.,omc+AF8-pa721816,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721816.jpg,Les R+AOk-publicains,,,LR,,Territoire de Belfort,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Isabelle Florennes,+ACI-+ACIAIg-Le vote s'+AOk-tait tenu un lundi soir, tr+AOg-s tardivement, apr+AOg-s 1h40 du matin et je n'ai malheureusement pas pu anticiper l'intervention de ce vote durant cette plage horaire. Par ailleurs, et en compl+AOk-ment de cette information, je tiens +AOA- consacrer les lundis et vendredis au travail en circonscription.+ACIAIg-+ACI-,omc+AF8-pa721742,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721742.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Hauts+AC0-de+AC0-Seine,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Isabelle Rauch,+ACI-+ACIAIg-Je n'+AOk-tais pas pr+AOk-sente lors du vote, car ma pr+AOk-sence +AOk-tait requise en circonscription pour des rendez+AC0-vous importants.+ACIAIg-+ACI-,omc+AF8-pa720552,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720552.jpg,La R+AOk-publique en marche,,,LREM,,Moselle,9e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Isabelle Valentin,+ACI-+ACIAIg-Absente le 14 septembre car pas de vol le vendredi soir au Puy+AC0-en+AC0-Velay et le 28 mai car passage tardif et madame la d+AOk-put+AOk-e +AOk-tait rentr+AOk-e en circonscription+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa643134,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/643134.jpg,Les R+AOk-publicains,,,LR,,Haute+AC0-Loire,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Jacqueline Dubois,+ACI-+ACIAIg-Dans la soir+AOk-e du lundi 28 mai, l'assistance +AOk-tant nombreuse, je suis partie +AOA- minuit car je savais devoir veiller les jours suivants. Le second vote se tenait en fin de semaine dans la nuit du 14 au 15 septembre, j'+AOk-tais rentr+AOk-e en Dordogne le jeudi soir.+ACIAIg-+ACI-,omc+AF8-pa719162,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719162.jpg,La R+AOk-publique en marche,,,LREM,,Dordogne,4e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Jacqueline Maquet,Pas de r+AOk-ponse.,omc+AF8-pa334116,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/334116.jpg,La R+AOk-publique en marche,,,LREM,,Pas+AC0-de+AC0-Calais,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jacques Cattin,Pas de r+AOk-ponse.,omc+AF8-pa767,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/767.jpg,Les R+AOk-publicains,,,LR,,Haut+AC0-Rhin,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jacques Krabal,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa605084,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/605084.jpg,La R+AOk-publique en marche,,,LREM,,Aisne,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jacques Maire,Pas de r+AOk-ponse.,omc+AF8-pa722178,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722178.jpg,La R+AOk-publique en marche,,,LREM,,Hauts+AC0-de+AC0-Seine,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jacques Marilossian,Pas de r+AOk-ponse.,omc+AF8-pa721946,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721946.jpg,La R+AOk-publique en marche,,,LREM,,Hauts+AC0-de+AC0-Seine,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jacques Savatier,Pas de r+AOk-ponse.,omc+AF8-pa722078,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722078.jpg,La R+AOk-publique en marche,,,LREM,,Vienne,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean Fran+AOc-ois Mbaye,Pr+AOk-sent aux deux votes.,omc+AF8-pa720870,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720870.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-de+AC0-Marne,2e,,,Contre,Pr+AOk-sent,Contre,Pour,PRESENT,POUR,Pour
M.,Jean Lassalle,+ACI-+ACIAIg-Ce qui l'a emp+AOo-ch+AOk- de voter l'amendement est le fait qu'il pensait, comme ses collaborateurs, que le vote sur un point aussi important se ferait le lendemain, et non tard dans la nuit. Il appelait d'ailleurs +AOA- ce moment +AOA- une suspension de s+AOk-ance, pour que les travaux puissent +AOo-tre d+AOk-battus intelligemment, et non +AOA- la va+AC0-vite dans un +AOk-tat de fatigue extr+AOo-me. Il n'+AOk-tait donc plus dans l'H+AOk-micycle au moment des derniers votes+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa1838,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1838.jpg,Non inscrit,,,NI,R+AOk-gions et peuples solidaires,Pyr+AOk-n+AOk-es+AC0-Atlantiques,4e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas r+AOk-pondre
M.,Jean Terlier,Pas de r+AOk-ponse.,omc+AF8-pa721584,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721584.jpg,La R+AOk-publique en marche,,,LREM,,Tarn,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Baptiste Djebbari,Pas de r+AOk-ponse.,omc+AF8-pa722236,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722236.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Vienne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Baptiste Moreau,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa719242,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719242.jpg,La R+AOk-publique en marche,,,LREM,,Creuse,1+AOg-re,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Ne veut pas r+AOk-pondre
M.,Jean+AC0-Bernard Sempastous,Pas de r+AOk-ponse.,omc+AF8-pa720780,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720780.jpg,La R+AOk-publique en marche,,,LREM,,Hautes+AC0-Pyr+AOk-n+AOk-es,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Carles Grelier,Pas de r+AOk-ponse.,omc+AF8-pa267318,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267318.jpg,Les R+AOk-publicains,,,LR,,Sarthe,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Charles Colas+AC0-Roy,Pas de r+AOk-ponse.,omc+AF8-pa719740,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719740.jpg,La R+AOk-publique en marche,,,LREM,,Is+AOg-re,2e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Charles Larsonneur,Pas de r+AOk-ponse.,omc+AF8-pa719396,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719396.jpg,La R+AOk-publique en marche,,,LREM,,Finist+AOg-re,2e,SIGNATAIRE,,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Charles Taugourdeau,Pas de r+AOk-ponse.,omc+AF8-pa2792,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2792.jpg,Les R+AOk-publicains,,,LR,,Maine+AC0-et+AC0-Loire,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
