title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier+AF8-scrutin+AF8-presence,premier+AF8-scrutin+AF8-vote,septembre,deuxieme+AF8-scrutin+AF8-presence,deuxieme+AF8-scrutin+AF8-vote,envoye+AF8-special
M.,Jean+AC0-Paul Dufr+AOg-gne,+ACI-+ACIAIg-Cet amendement a +AOk-t+AOk- propos+AOk- apr+AOg-s l'heure habituelle de fin de s+AOk-ance de nuit sans que la prolongation ait +AOk-t+AOk- pr+AOk-alablement annonc+AOk-e. J'avais quitt+AOk- la s+AOk-ance +AOA- 00h50, persuad+AOk- que cet amendement ne viendrait pas ce soir+AC0-l+AOA-.+ACIAIg-+ACI-,omc+AF8-pa718720,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718720.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Allier,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Jean+AC0-Paul Lecoq,+ACI-+ACIAIg-Le 28 mai, je n'+AOk-tais pas pr+AOk-sent en raison d'une r+AOk-union en circonscription, mon groupe organise un planning de pr+AOk-sence en s+AOk-ance pour couvrir l'ensemble des d+AOk-bats. J'ai pris le relai le lendemain.+ACIAIg-+ACI-,omc+AF8-pa335612,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/335612.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Seine+AC0-Maritime,8e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Jean+AC0-Paul Mattei,Pas de r+AOk-ponse.,omc+AF8-pa720728,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720728.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Pyr+AOk-n+AOk-es+AC0-Atlantiques,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Philippe Ardouin,Pas de r+AOk-ponse.,omc+AF8-pa719100,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719100.jpg,La R+AOk-publique en marche,,,LREM,,Charente+AC0-Maritime,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Philippe Nilor,Pas de r+AOk-ponse.,omc+AF8-pa610654,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/610654.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Martinique,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Pierre Cubertafon,Pas de r+AOk-ponse.,omc+AF8-pa719266,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719266.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Dordogne,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Pierre Door,Pas de r+AOk-ponse.,omc+AF8-pa267289,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267289.jpg,Les R+AOk-publicains,,,LR,,Loiret,4e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Pierre Pont,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa2449,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2449.jpg,La R+AOk-publique en marche,,,LREM,,Pas+AC0-de+AC0-Calais,5e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas r+AOk-pondre
M.,Jean+AC0-Pierre Vigier,Pas de r+AOk-ponse.,omc+AF8-pa607090,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/607090.jpg,Les R+AOk-publicains,,,LR,,Haute+AC0-Loire,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Jean+AC0-Ren+AOk- Cazeneuve,Pas de r+AOk-ponse.,omc+AF8-pa719472,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719472.jpg,La R+AOk-publique en marche,,,LREM,,Gers,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Jean+AC0-Yves Bony,Pr+AOk-sent aux deux votes.,omc+AF8-pa266793,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/266793.jpg,Les R+AOk-publicains,,,LR,,Cantal,2e,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Contre
Mme,Jeanine Dubi+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa608292,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/608292.jpg,Libert+AOk-s et Territoires,,,NI,PRG,Hautes+AC0-Pyr+AOk-n+AOk-es,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Jennifer De Temmerman,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa720538,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720538.jpg,La R+AOk-publique en marche,,,LREM,,Nord,15e,,SIGNATAIRE,Pour,Pr+AOk-sent,Pour,Absent(e),,,Ne veut pas r+AOk-pondre
M.,J+AOk-r+APQ-me Lambert,+ACI-+ACIAIg-Les amendements ont +AOk-t+AOk- pr+AOk-sent+AOk-s en milieu de la derni+AOg-re nuit d'examen du texte apr+AOg-s une semaine +IBM- jour et nuit, samedi et dimanche compris +IBM- sans qu'une information pr+AOk-alable n'ait +AOk-t+AOk- diffus+AOk-e sur le calendrier de leur pr+AOk-sentation. Pour le vote du 14 septembre, j'+AOk-tais en mission parlementaire +AOA- l'+AOk-tranger. Au final, j'ai vot+AOk- contre la loi.+ACIAIg-+ACI-,omc+AF8-pa1809,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1809.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Charente,3e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,J+AOk-r+APQ-me Nury,Pas de r+AOk-ponse.,omc+AF8-pa720644,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720644.jpg,Les R+AOk-publicains,,,LR,,Orne,3e,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Jimmy Pahun,Pas de r+AOk-ponse.,omc+AF8-pa720334,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720334.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,Apparent+AOk- au,Morbihan,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Joachim Son+AC0-Forget,Pas de r+AOk-ponse.,omc+AF8-pa721174,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721174.jpg,La R+AOk-publique en marche,,,LREM,,Fran+AOc-ais +AOk-tablis hors de France,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Joaquim Pueyo,+ACI-+ACIAIg-Je me suis rendue +AOA- Varsovie entre le vendredi 25 et le lundi 28 mai afin de participer +AOA- l'Assembl+AOk-e parlementaire de l'OTAN dont je suis membre. Arriv+AOk- +AOA- Paris +AOA- 20 heures, j'ai particip+AOk- +AOA- la s+AOk-ance de nuit du 28 mai. J'ai quitt+AOk- l'H+AOk-micycle +AOA- 00h45, la s+AOk-ance devant prendre fin +AOA- 1 heure afin de pouvoir reprendre le lendemain matin +AOA- 9 heures. Comme l'a bien expliqu+AOk- mon coll+AOg-gue Fran+AOc-ois Ruffin, le pr+AOk-sident de l'Assembl+AOk-e nationale a d+AOk-cid+AOk- de prolonger les d+AOk-bats au dernier moment certainement pour que la question du glyphosate ne soit pas abord+AOk-e le lendemain avec un nombre beaucoup plus important de d+AOk-put+AOk-(e)s pr+AOk-sents. La s+AOk-ance s'est conclue +AOA- 2 heures, juste apr+AOg-s la discussion de l'amendement de mon coll+AOg-gue Matthieu Orphelin sur ce sujet.
Je regrette que nous n'ayons pu d+AOk-battre de cette question dans des conditions optimales, elle le m+AOk-ritait. Ce moment est repr+AOk-sentatif des m+AOk-thodes et conditions de travail impos+AOk-es au Parlement ces derni+AOg-res semaines. En ce qui concerne le vote du 14 septembre, je me trouvais en circonscription comme nombre de mes coll+AOg-gues en fin de semaine. Je tenais d'ailleurs une permanence +AOA- cette date et honorais plusieurs engagements pr+AOk-vus de longue date.+ACIAIg-+ACI-,omc+AF8-pa608011,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/608011.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Orne,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Jo+AOs-l Aviragnet,+ACI-+ACIAIg-Le 28 mai, de m+AOk-moire un lundi soir, j'+AOk-tais en circonscription, le lundi pour des rendez+AC0-vous +AOA- la permanence parlementaire avec un d+AOk-part pour Paris le mardi matin pour le projet de loi Avenir professionnel au sein de la commission des affaires sociales. Le deuxi+AOg-me, le 14 septembre, dans la nuit de vendredi +AOA- samedi, j'+AOk-tais aussi en circonscription : le vendredi pour des rendez+AC0-vous +AOA- la permanence parlementaire et le samedi matin pour l'inauguration des Pyr+AOk-n+AOk-ennes, un salon agricole +AOA- rayonnement r+AOk-gional qui a lieu tous les trois ans.+ACIAIg-+ACI-,omc+AF8-pa642764,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/642764.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Haute+AC0-Garonne,8e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Jo+AOs-l Giraud,+ACI-+ACIAIg-Le 28 mai, Monsieur Giraud avait des rendez+AC0-vous avec des citoyens dans sa circonscription. Le 14 septembre, il avait des rendez+AC0-vous le matin avec des organismes des Hautes+AC0-Alpes et il avait l'apr+AOg-s+AC0-midi un rendez+AC0-vous avec la DREAL+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa267336,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267336.jpg,La R+AOk-publique en marche,,,LREM,,Hautes+AC0-Alpes,2e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Jos+AOk- Evrard,Pas de r+AOk-ponse.,omc+AF8-pa720664,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720664.jpg,Non inscrit,,,NI,Non d+AOk-clar+AOk-,Pas+AC0-de+AC0-Calais,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Josette Manin,Pas de r+AOk-ponse.,omc+AF8-pa720988,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720988.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,Apparent+AOk-e au,Martinique,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Josiane Corneloup,Pas de r+AOk-ponse.,omc+AF8-pa722390,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722390.jpg,Les R+AOk-publicains,,,LR,,Sa+APQ-ne+AC0-et+AC0-Loire,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Josy Poueyto,Pas de r+AOk-ponse.,omc+AF8-pa720720,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720720.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Pyr+AOk-n+AOk-es+AC0-Atlantiques,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Julien Aubert,Pas de r+AOk-ponse.,omc+AF8-pa609726,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/609726.jpg,Les R+AOk-publicains,,,LR,,Vaucluse,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Julien Borowczyk,Pas de r+AOk-ponse.,omc+AF8-pa719980,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719980.jpg,La R+AOk-publique en marche,,,LREM,,Loire,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Julien Dive,Pas de r+AOk-ponse.,omc+AF8-pa712015,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/712015.jpg,Les R+AOk-publicains,,,LR,,Aisne,2e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
Mme,Justine Benin,Pas de r+AOk-ponse.,omc+AF8-pa720968,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720968.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,Apparent+AOk-e au,Guadeloupe,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Laetitia Avia,Pas de r+AOk-ponse.,omc+AF8-pa721624,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721624.jpg,La R+AOk-publique en marche,,,LREM,,Paris,8e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
Mme,La+AOs-titia Romeiro Dias,Pas de r+AOk-ponse.,omc+AF8-pa722022,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722022.jpg,La R+AOk-publique en marche,,,LREM,,Essonne,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Laetitia Saint+AC0-Paul,Pas de r+AOk-ponse.,omc+AF8-pa720138,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720138.jpg,La R+AOk-publique en marche,,,LREM,,Maine+AC0-et+AC0-Loire,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Laure de La Raudi+AOg-re,+ACI-+ACIAIg-Le 14 septembre 2018, lors de la deuxi+AOg-me lecture de la loi EGalim en s+AOk-ance, je si+AOk-geais au sein de la commission sp+AOk-ciale qui examinait la loi PACTE o+APk- j'avais aussi des amendements +AOA- d+AOk-fendre.+ACIAIg-+ACI-,omc+AF8-pa331567,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/331567.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Eure+AC0-et+AC0-Loir,3e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
Mme,Laurence Dumont,+ACI-+ACIAIg-Mon absence le 14 septembre +AOA- l'Assembl+AOk-e nationale ne signifie pas que je ne suis pas mobilis+AOk-e sur la question. Des engagements pris ant+AOk-rieurement en circonscription m'ont emp+AOo-ch+AOk-e d'+AOo-tre +AOA- Paris pour ce d+AOk-bat important, mais malheureusement, ma pr+AOk-sence n'aurait rien chang+AOk- au r+AOk-sultat du vote.+ACIAIg-+ACI-,omc+AF8-pa1198,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1198.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Calvados,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Laurence Gayte,Pas de r+AOk-ponse.,omc+AF8-pa720806,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720806.jpg,La R+AOk-publique en marche,,,LREM,,Pyr+AOk-n+AOk-es+AC0-Orientales,3e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Laurence Maillart+AC0-M+AOk-haignerie,Pas de r+AOk-ponse.,omc+AF8-pa719718,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719718.jpg,La R+AOk-publique en marche,,,LREM,,Ille+AC0-et+AC0-Vilaine,2e,SIGNATAIRE,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
Mme,Laurence Trastour+AC0-Isnart,+ACI-+ACIAIg-Pour la nuit du 28 au 29 mai, je suis arriv+AOk-e +AOA- Orly +AOA- 22h15, par le vol au d+AOk-part de Nice. Je n'ai pas re+AOc-u d'alerte m'informant des d+AOk-bats de nuit. Si tel avait +AOk-t+AOk- le cas et eu +AOk-gard de l'importance des d+AOk-bats, je me serais rendue en s+AOk-ance car je suis habitu+AOk-e aux d+AOk-bats de nuit. Pour la nuit du 14 au 15 septembre,  une c+AOk-r+AOk-monie de jumelage m'a oblig+AOk-e +AOA- +AOo-tre en circonscription, ma pr+AOk-sence +AOk-tait n+AOk-cessaire. En effet, j'avais assur+AOk- l'ensemble des pr+AOk-paratifs de cet +AOk-v+AOk-nement. J'+AOk-tais en charge de cette d+AOk-l+AOk-gation au sein de ma commune, Cagnes+AC0-sur+AC0-Mer, avant d'+AOo-tre +AOk-lue d+AOk-put+AOk-e en juin 2017.+ACIAIg-+ACI-,omc+AF8-pa718780,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718780.jpg,Les R+AOk-publicains,,,LR,,Alpes+AC0-Maritimes,6e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Laurence Vanceunebrock+AC0-Mialon,Pas de r+AOk-ponse.,omc+AF8-pa718728,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718728.jpg,La R+AOk-publique en marche,,,LREM,,Allier,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Laurence Vichnievsky,+ACI-+ACIAIg-Dans les deux cas, il +AOk-tait impossible de pr+AOk-voir l'heure de passage des deux amendements. De plus, la s+AOk-ance se terminant normalement +AOA- 1 heure du matin, la d+AOk-put+AOk-e et ses collaborateurs pensaient qu'ils allaient +AOo-tre report+AOk-s+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa720704,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720704.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Puy+AC0-de+AC0-D+APQ-me,3e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Laurent Furst,Pas de r+AOk-ponse.,omc+AF8-pa266774,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/266774.jpg,Les R+AOk-publicains,,,LR,,Bas+AC0-Rhin,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Laurent Garcia,Pas de r+AOk-ponse.,omc+AF8-pa720178,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720178.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,Apparent+AOk- au,Meurthe+AC0-et+AC0-Moselle,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Laurent Pietraszewski,Pas de r+AOk-ponse.,omc+AF8-pa720512,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720512.jpg,La R+AOk-publique en marche,,,LREM,,Nord,11e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Laurent Saint+AC0-Martin,+ACI-+ACIAIg-Mon absence en s+AOk-ance lors du vote du 28 mai s'explique par ma pr+AOk-sence au laboratoire l+AOk-gislatif dans la ville de Valenton, sur ma circonscription, que j'organise chaque lundi soir. Celui du 28 mai portait sur la loi portant +AOk-volution du logement, de l'am+AOk-nagement et du num+AOk-rique. Quant au vote du 14 septembre, j'+AOk-tais ce soir+AC0-l+AOA- en commission sp+AOk-ciale pour le projet de loi PACTE, dont j'+AOk-tais membre, et qui a si+AOk-g+AOk- jusqu'+AOA- tard dans la nuit.+ACIAIg-+ACI-,omc+AF8-pa720878,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720878.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-de+AC0-Marne,3e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Laurianne Rossi,Pas de r+AOk-ponse.,omc+AF8-pa721600,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721600.jpg,La R+AOk-publique en marche,,,LREM,,Hauts+AC0-de+AC0-Seine,11e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,L+AOk-na+AO8-ck Adam,Pas de r+AOk-ponse.,omc+AF8-pa721036,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721036.jpg,La R+AOk-publique en marche,,,LREM,,Guyane,2e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de r+AOk-ponse
Mme,Liliana Tanguy,Pas de r+AOk-ponse.,omc+AF8-pa719550,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719550.jpg,La R+AOk-publique en marche,,,LREM,,Finist+AOg-re,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Lionel Causse,Pas de r+AOk-ponse.,omc+AF8-pa719922,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719922.jpg,La R+AOk-publique en marche,,,LREM,,Landes,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Lise Magnier,Pas de r+AOk-ponse.,omc+AF8-pa720230,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720230.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Marne,4e,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Lo+AO8-c Dombreval,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa718894,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718894.jpg,La R+AOk-publique en marche,,,LREM,,Alpes+AC0-Maritimes,2e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Lo+AO8-c Kervran,Pas de r+AOk-ponse.,omc+AF8-pa719052,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719052.jpg,La R+AOk-publique en marche,,,LREM,,Cher,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Lo+AO8-c Prud'homme,+ACI-+ACIAIg-Le 28 mai, j'+AOk-tais en circonscription et le 14 septembre, +AOA- un d+AOk-bat +AOA- la F+AOo-te de l'Humanit+AOk-.+ACIAIg-+ACI-,omc+AF8-pa719578,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719578.jpg,La France insoumise,,,LFI,,Gironde,3e,,,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pour
M.,Louis Aliot,Pas de r+AOk-ponse.,omc+AF8-pa720798,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720798.jpg,Non inscrit,,,NI,,Pyr+AOk-n+AOk-es+AC0-Orientales,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Luc Carvounas,+ACI-+ACIAIg-Absent en premi+AOg-re lecture car cela ne devait pas passer ce soir+AC0-l+AOA- au vu du rythme des d+AOk-bats. Fran+AOc-ois De Rugy a d+AOk-cid+AOk- de prolonger les d+AOk-bats apr+AOg-s 1 heure pour que le vote se tienne en catimini +AOA- plus de 2 heures du matin...+ACIAIg-+ACI-,omc+AF8-pa429893,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/429893.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Val+AC0-de+AC0-Marne,9e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Ludovic Mendes,Pas de r+AOk-ponse.,omc+AF8-pa720370,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720370.jpg,La R+AOk-publique en marche,,,LREM,,Moselle,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Ludovic Pajot,Pas de r+AOk-ponse.,omc+AF8-pa720606,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720606.jpg,Non inscrit,,,NI,RN,Pas+AC0-de+AC0-Calais,10e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,M'jid El Guerrab,Pas de r+AOk-ponse.,omc+AF8-pa720996,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720996.jpg,Libert+AOk-s et Territoires,,,NI,PRG,Fran+AOc-ais +AOk-tablis hors de France,9e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de r+AOk-ponse
Mme,Maina Sage,Pas de r+AOk-ponse.,omc+AF8-pa702052,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/702052.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Polyn+AOk-sie Fran+AOc-aise,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Mansour Kamardine,Pas de r+AOk-ponse.,omc+AF8-pa267901,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267901.jpg,Les R+AOk-publicains,,,LR,,Mayotte,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Manu+AOk-la K+AOk-clard+AC0-Mond+AOk-sir,Pas de r+AOk-ponse.,omc+AF8-pa721012,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721012.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Martinique,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Marc Delatte,+ACI-+ACIAIg-Absent pour des raisons de pr+AOk-sence en circonscription (agenda retenu de longue date), je ne pouvais d+AOg-s lors +AOo-tre en s+AOk-ance.+ACIAIg-+ACI-,omc+AF8-pa718694,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718694.jpg,La R+AOk-publique en marche,,,LREM,,Aisne,4e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Marc Le Fur,Pas de r+AOk-ponse.,omc+AF8-pa1874,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/1874.jpg,Les R+AOk-publicains,,,LR,,C+APQ-tes+AC0-d'Armor,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Marguerite Deprez+AC0-Audebert,+ACI-+ACIAIg-Le lundi, je suis en circonscription et ce vote s'est tenu un lundi soir, le 28 mai, apr+AOg-s 1h40 du matin. Le 14 septembre, j'+AOk-tais en d+AOk-placement en Italie pour le rapport, dont je suis co+AC0-auteure, sur le socle europ+AOk-en des droits sociaux.+ACIAIg-+ACI-,omc+AF8-pa720598,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720598.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Pas+AC0-de+AC0-Calais,9e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Marianne Dubois,Pas de r+AOk-ponse.,omc+AF8-pa342935,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/342935.jpg,Les R+AOk-publicains,,,LR,,Loiret,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Marie Gu+AOk-venoux,Pas de r+AOk-ponse.,omc+AF8-pa721880,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721880.jpg,La R+AOk-publique en marche,,,LREM,,Essonne,9e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
Mme,Marie Lebec,Pas de r+AOk-ponse.,omc+AF8-pa721852,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721852.jpg,La R+AOk-publique en marche,,,LREM,,Yvelines,4e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
