title,deputes,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,premier_scrutin_presence,premier_scrutin_vote,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
M.,Julien Aubert,omc_pa609726,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609726.jpg,Les Républicains,,,LR,,Vaucluse,5,,,,,,,
M.,Jean-Philippe Nilor,omc_pa610654,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610654.jpg,Gauche démocrate et républicaine,,,PCF,,Martinique,4,,,,,,,
M.,Gabriel Serville,omc_pa610667,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610667.jpg,Gauche démocrate et républicaine,,,PCF,,Guyane,1,,,,,,,POUR
Mme,Ericka Bareigts,omc_pa610681,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610681.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Réunion,1,,,,,,,POUR
M.,Philippe Gomès,omc_pa610775,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610775.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nouvelle-Calédonie,2,,,,,,,
M.,Éric Bothorel,omc_pa642695,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642695.jpg,La République en Marche,,,LREM,,Côtes-d'Armor,5,,,,,,,CONTRE
M.,Frédéric Barbier,omc_pa642724,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642724.jpg,La République en Marche,,,LREM,,Doubs,4,SIGNATAIRE,,,,,,
M.,Joël Aviragnet,omc_pa642764,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642764.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Haute-Garonne,8,,,,,,,POUR
M.,Olivier Véran,omc_pa642788,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642788.jpg,La République en Marche,,,LREM,,Isère,1,,,,,,,
M.,Thibault Bazin,omc_pa642847,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642847.jpg,Les Républicains,,,LR,,Meurthe-et-Moselle,4,,,,,,,
M.,Paul Christophe,omc_pa642868,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642868.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,14,,,,,,,
M.,Olivier Becht,omc_pa642935,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642935.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Haut-Rhin,5,,,,,,,POUR
M.,Jean-Louis Thiériot,omc_pa643089,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643089.jpg,Les Républicains,,,LR,,Seine-et-Marne,3,,,,,,,
M.,Jean-Jacques Ferrara,omc_pa643103,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643103.jpg,Les Républicains,,,LR,,Corse-du-Sud,1,,,,,,,
M.,Bruno Questel,omc_pa643127,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643127.jpg,La République en Marche,,,LREM,,Eure,4,,,,,,,CONTRE
Mme,Isabelle Valentin,omc_pa643134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643134.jpg,Les Républicains,,,LR,,Haute-Loire,1,,,,,,,CONTRE
Mme,Hélène Vainqueur-Christophe,omc_pa643145,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643145.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Guadeloupe,4,,,,,,,
Mme,Stella Dupont,omc_pa643175,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643175.jpg,La République en Marche,,,LREM,,Maine-et-Loire,2,,,,,,,POUR
Mme,Anne-Christine Lang,omc_pa643205,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643205.jpg,La République en Marche,,,LREM,,Paris,10,,,Présent,Contre,,,
M.,Jean-Jacques Bridey,omc_pa672,http://www2.assemblee-nationale.fr/static/tribun/15/photos/672.jpg,La République en Marche,,,LREM,,Val-de-Marne,7,,,Présent,Contre,PRESENT,CONTRE,CONTRE
M.,Stéphane Mazars,omc_pa677483,http://www2.assemblee-nationale.fr/static/tribun/15/photos/677483.jpg,La République en Marche,,,LREM,,Aveyron,1,,,,,,,CONTRE
Mme,Marie-George Buffet,omc_pa689,http://www2.assemblee-nationale.fr/static/tribun/15/photos/689.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Saint-Denis,4,,,,,,,POUR
M.,Meyer Habib,omc_pa695100,http://www2.assemblee-nationale.fr/static/tribun/15/photos/695100.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Français établis hors de France,8,,,,,,,
Mme,Maina Sage,omc_pa702052,http://www2.assemblee-nationale.fr/static/tribun/15/photos/702052.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Polynésie Française,1,,,,,,,
M.,Stéphane Claireaux,omc_pa702054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/702054.jpg,La République en Marche,,,LREM,,Saint-Pierre-et-Miquelon,1,,,,,,,POUR
M.,Arnaud Viala,omc_pa709315,http://www2.assemblee-nationale.fr/static/tribun/15/photos/709315.jpg,Les Républicains,,,LR,,Aveyron,3,,,Présent,Contre,,,
M.,Vincent Ledoux,omc_pa712014,http://www2.assemblee-nationale.fr/static/tribun/15/photos/712014.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,10,,,,,,,POUR
M.,Julien Dive,omc_pa712015,http://www2.assemblee-nationale.fr/static/tribun/15/photos/712015.jpg,Les Républicains,,,LR,,Aisne,2,,,Présent,Contre,,,
Mme,Marine Brenier,omc_pa713448,http://www2.assemblee-nationale.fr/static/tribun/15/photos/713448.jpg,Les Républicains,,,LR,,Alpes-Maritimes,5,,,,,,,
Mme,Marielle de Sarnez,omc_pa717151,http://www2.assemblee-nationale.fr/static/tribun/15/photos/717151.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Paris,11,,,,,,,
M.,Sylvain Maillard,omc_pa717379,http://www2.assemblee-nationale.fr/static/tribun/15/photos/717379.jpg,La République en Marche,,,LREM,,Paris,1,,,,,,,
Mme,Olga Givernet,omc_pa718674,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718674.jpg,La République en Marche,,,LREM,,Ain,3,,,,,,,CONTRE
M.,Stéphane Trompille,omc_pa718682,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718682.jpg,La République en Marche,,,LREM,,Ain,4,,,,,,,CONTRE
M.,Marc Delatte,omc_pa718694,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718694.jpg,La République en Marche,,,LREM,,Aisne,4,,,,,,,POUR
Mme,Emmanuelle Fontaine-Domeizel,omc_pa718706,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718706.jpg,La République en Marche,,,LREM,,Alpes-de-Haute-Provence,2,,,,,,,POUR
Mme,Pascale Boyer,omc_pa718710,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718710.jpg,La République en Marche,,,LREM,,Hautes-Alpes,1,,,Présent,Contre,,,CONTRE
M.,Jean-Paul Dufrègne,omc_pa718720,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718720.jpg,Gauche démocrate et républicaine,,,PCF,,Allier,1,,,,,,,POUR
Mme,Laurence Vanceunebrock-Mialon,omc_pa718728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718728.jpg,La République en Marche,,,LREM,,Allier,2,SIGNATAIRE,SIGNATAIRE,,,,,
Mme,Bénédicte Peyrol,omc_pa718736,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718736.jpg,La République en Marche,,,LREM,,Allier,3,,,,,,,
Mme,Delphine Bagarry,omc_pa718744,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718744.jpg,La République en Marche,,,LREM,,Alpes-de-Haute-Provence,1,,,,,,,
Mme,Aude Bono-Vandorme,omc_pa718756,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718756.jpg,La République en Marche,,,LREM,,Aisne,1,,,,,,,
Mme,Alexandra Valetta Ardisson,omc_pa718768,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718768.jpg,La République en Marche,,,LREM,,Alpes-Maritimes,4,,,,,,,
Mme,Laurence Trastour-Isnart,omc_pa718780,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718780.jpg,Les Républicains,,,LR,,Alpes-Maritimes,6,,,,,,,POUR
M.,Éric Pauget,omc_pa718784,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718784.jpg,Les Républicains,,,LR,,Alpes-Maritimes,7,,,,,,,
Mme,Danièle Hérin,omc_pa718794,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718794.jpg,La République en Marche,,,LREM,,Aude,1,,SIGNATAIRE,,,PRESENT,CONTRE,CONTRE
M.,Alain Perea,omc_pa718802,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718802.jpg,La République en Marche,,,LREM,,Aude,2,,,,,,,
Mme,Mireille Robert,omc_pa718810,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718810.jpg,La République en Marche,,,LREM,,Aude,3,,,,,,,
M.,Fabrice Brun,omc_pa718838,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718838.jpg,Les Républicains,,,LR,,Ardèche,3,,,,,,,
M.,Pierre Cordier,omc_pa718850,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718850.jpg,Les Républicains,,,LR,Apparenté au,Ardennes,2,,,,,,,
Mme,Bénédicte Taurine,omc_pa718860,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718860.jpg,La France insoumise,,,LFI,,Ariège,1,,,,,,,
M.,Michel Larive,omc_pa718868,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718868.jpg,La France insoumise,,,LFI,,Ariège,2,,,,,,,POUR
M.,Grégory Besson-Moreau,omc_pa718876,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718876.jpg,La République en Marche,,,LREM,,Aube,1,,,Présent,Contre,,,CONTRE
Mme,Valérie Bazin-Malgras,omc_pa718884,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718884.jpg,Les Républicains,,,LR,,Aube,2,,,,,,,
M.,Loïc Dombreval,omc_pa718894,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718894.jpg,La République en Marche,,,LREM,,Alpes-Maritimes,2,SIGNATAIRE,SIGNATAIRE,,,,,CONTRE
M.,Cédric Roussel,omc_pa718902,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718902.jpg,La République en Marche,,,LREM,,Alpes-Maritimes,3,,,,,,,
Mme,Claire Pitollat,omc_pa718910,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718910.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,2,,,,,,,
Mme,Alexandra Louis,omc_pa718918,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718918.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,3,,,,,,,
M.,Pierre Dharréville,omc_pa718926,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718926.jpg,Gauche démocrate et républicaine,,,PCF,,Bouches-du-Rhône,13,,,,,PRESENT,POUR,CONTRE
Mme,Anne-Laurence Petel,omc_pa718930,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718930.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,14,SIGNATAIRE,,,,PRESENT,CONTRE,NE VEUT PAS REPONDRE
Mme,Cathy Racon-Bouzon,omc_pa718944,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718944.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,5,,,,,,,
M.,Saïd Ahamada,omc_pa718954,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718954.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,7,SIGNATAIRE,,,,,,
M.,Jean-Marc Zulesi,omc_pa718962,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718962.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,8,SIGNATAIRE,SIGNATAIRE,Présent,Pour,,,
M.,Mohamed Laqhila,omc_pa718978,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718978.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Bouches-du-Rhône,11,,,,,,,
Mme,Anne Blanc,omc_pa718990,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718990.jpg,La République en Marche,,,LREM,,Aveyron,2,,,,,,,
M.,Fabrice Le Vigoureux,omc_pa719006,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719006.jpg,La République en Marche,,,LREM,,Calvados,1,SIGNATAIRE,,,,,,
M.,Christophe Blanchet,omc_pa719024,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719024.jpg,La République en Marche,,,LREM,,Calvados,4,,,,,,,
M.,Bertrand Bouyx,omc_pa719032,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719032.jpg,La République en Marche,,,LREM,,Calvados,5,,,Présent,Contre,,,
Mme,Nadia Essayan,omc_pa719044,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719044.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Cher,2,,,,,,,CONTRE
M.,Loïc Kervran,omc_pa719052,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719052.jpg,La République en Marche,,,LREM,,Cher,3,,,,,,,
M.,Christophe Jerretie,omc_pa719060,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719060.jpg,La République en Marche,,,LREM,,Corrèze,1,,,,,,,
M.,Thomas Mesnier,omc_pa719072,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719072.jpg,La République en Marche,,,LREM,,Charente,1,,,,,,,CONTRE
Mme,Sandra Marsaud,omc_pa719080,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719080.jpg,La République en Marche,,,LREM,,Charente,2,,SIGNATAIRE,,,,,
Mme,Frédérique Tuffnell,omc_pa719092,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719092.jpg,La République en Marche,,,LREM,,Charente-Maritime,2,,,,,,,POUR
M.,Jean-Philippe Ardouin,omc_pa719100,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719100.jpg,La République en Marche,,,LREM,,Charente-Maritime,3,,,,,,,
M.,Raphaël Gérard,omc_pa719108,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719108.jpg,La République en Marche,,,LREM,,Charente-Maritime,4,,,,,,,
M.,François Cormier-Bouligeon,omc_pa719118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719118.jpg,La République en Marche,,,LREM,,Cher,1,,,,,,,
Mme,Monica Michel,omc_pa719130,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719130.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,16,,,,,,,
M.,Michel Castellani,omc_pa719138,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719138.jpg,Libertés et Territoires,,,NI,Régions et peuples solidaires,Haute-Corse,1,,,,,,,
M.,Jean-Félix Acquaviva,omc_pa719146,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719146.jpg,Libertés et Territoires,,,NI,Régions et peuples solidaires,Haute-Corse,2,,,,,,,POUR
M.,Didier Martin,omc_pa719154,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719154.jpg,La République en Marche,,,LREM,,Côte-d'Or,1,,,,,PRESENT,POUR,POUR
Mme,Jacqueline Dubois,omc_pa719162,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719162.jpg,La République en Marche,,,LREM,,Dordogne,4,SIGNATAIRE,,,,,,CONTRE
Mme,Fannette Charvier,omc_pa719170,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719170.jpg,La République en Marche,,,LREM,,Doubs,1,SIGNATAIRE,SIGNATAIRE,Présent,Pour,,,
Mme,Fadila Khattabi,omc_pa719186,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719186.jpg,La République en Marche,,,LREM,,Côte-d'Or,3,,,,,PRESENT,POUR,POUR
Mme,Yolaine de Courson,omc_pa719194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719194.jpg,La République en Marche,,,LREM,,Côte-d'Or,4,SIGNATAIRE,,,,,,
M.,Didier Paris,omc_pa719202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719202.jpg,La République en Marche,,,LREM,,Côte-d'Or,5,,,,,,,CONTRE
M.,Bruno Joncour,omc_pa719210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719210.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Côtes-d'Armor,1,,,,,,,CONTRE
M.,Hervé Berville,omc_pa719218,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719218.jpg,La République en Marche,,,LREM,,Côtes-d'Armor,2,,,,,,,
M.,Yannick Kerlogot,omc_pa719230,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719230.jpg,La République en Marche,,,LREM,,Côtes-d'Armor,4,SIGNATAIRE,SIGNATAIRE,,,,,
M.,Jean-Baptiste Moreau,omc_pa719242,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719242.jpg,La République en Marche,,,LREM,,Creuse,1,,,Présent,Contre,PRESENT,CONTRE,NE VEUT PAS REPONDRE
M.,Philippe Chassaing,omc_pa719250,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719250.jpg,La République en Marche,,,LREM,,Dordogne,1,,,,,PRESENT,POUR,
M.,Michel Delpon,omc_pa719258,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719258.jpg,La République en Marche,,,LREM,,Dordogne,2,,,Présent,Abstention,,,
M.,Jean-Pierre Cubertafon,omc_pa719266,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719266.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Dordogne,3,,,,,,,
Mme,Frédérique Meunier,omc_pa719272,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719272.jpg,Les Républicains,,,LR,,Corrèze,2,,,,,,,
M.,Paul-André Colombani,omc_pa719286,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719286.jpg,Libertés et Territoires,,,NI,Régions et peuples solidaires,Corse-du-Sud,2,,,,,,,POUR
Mme,Mireille Clapot,omc_pa719294,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719294.jpg,La République en Marche,,,LREM,,Drôme,1,SIGNATAIRE,,,,,,
Mme,Alice Thourot,omc_pa719302,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719302.jpg,La République en Marche,,,LREM,,Drôme,2,,,,,,,CONTRE
Mme,Célia de Lavergne,omc_pa719310,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719310.jpg,La République en Marche,,,LREM,,Drôme,3,,,,,PRESENT,CONTRE,
Mme,Emmanuelle Anthoine,omc_pa719318,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719318.jpg,Les Républicains,,,LR,,Drôme,4,,,Présent,Contre,,,
Mme,Séverine Gipson,omc_pa719326,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719326.jpg,La République en Marche,,,LREM,,Eure,1,,,Présent,Contre,,,
M.,Fabien Gouttefarde,omc_pa719330,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719330.jpg,La République en Marche,,,LREM,,Eure,2,,,,,,,CONTRE
Mme,Graziella Melchior,omc_pa719338,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719338.jpg,La République en Marche,,,LREM,,Finistère,5,,,Présent,Contre,PRESENT,CONTRE,
Mme,Marie Tamarelle-Verhaeghe,omc_pa719350,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719350.jpg,La République en Marche,,,LREM,,Eure,3,,,,,,,
Mme,Claire O'Petit,omc_pa719364,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719364.jpg,La République en Marche,,,LREM,,Eure,5,,,,,,,NE VEUT PAS REPONDRE
M.,Guillaume Kasbarian,omc_pa719372,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719372.jpg,La République en Marche,,,LREM,,Eure-et-Loir,1,,,Présent,Contre,PRESENT,CONTRE,
Mme,Annaïg Le Meur,omc_pa719388,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719388.jpg,La République en Marche,,,LREM,,Finistère,1,SIGNATAIRE,,,,,,
M.,Jean-Charles Larsonneur,omc_pa719396,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719396.jpg,La République en Marche,,,LREM,,Finistère,2,SIGNATAIRE,,Présent,Pour,,,
M.,Didier Le Gac,omc_pa719404,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719404.jpg,La République en Marche,,,LREM,,Finistère,3,,,,,,,
Mme,Sandrine Le Feur,omc_pa719412,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719412.jpg,La République en Marche,,,LREM,,Finistère,4,SIGNATAIRE,SIGNATAIRE,Présent,Pour,PRESENT,ABSTENTION,
M.,Denis Sommer,omc_pa719420,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719420.jpg,La République en Marche,,,LREM,,Doubs,3,SIGNATAIRE,SIGNATAIRE,,,,,
M.,Anthony Cellier,omc_pa719440,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719440.jpg,La République en Marche,,,LREM,,Gard,3,,,,,,,
Mme,Annie Chapelier,omc_pa719448,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719448.jpg,La République en Marche,,,LREM,,Gard,4,SIGNATAIRE,,,,,,
Mme,Sandrine Mörch,omc_pa719456,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719456.jpg,La République en Marche,,,LREM,,Haute-Garonne,9,SIGNATAIRE,,Présent,Pour,,,
M.,Sébastien Nadot,omc_pa719464,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719464.jpg,La République en Marche,,,LREM,,Haute-Garonne,10,,SIGNATAIRE,,,,,CONTRE
M.,Jean-René Cazeneuve,omc_pa719472,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719472.jpg,La République en Marche,,,LREM,,Gers,1,,,,,,,
M.,Olivier Gaillard,omc_pa719480,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719480.jpg,La République en Marche,,,LREM,,Gard,5,,,Présent,Contre,,,POUR
M.,Philippe Berta,omc_pa719488,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719488.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Gard,6,,,,,,,CONTRE
M.,Pierre Cabaré,omc_pa719496,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719496.jpg,La République en Marche,,,LREM,,Haute-Garonne,1,,,,,,,
M.,Jean-Luc Lagleize,omc_pa719504,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719504.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Haute-Garonne,2,,,,,,,CONTRE
Mme,Corinne Vignon,omc_pa719512,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719512.jpg,La République en Marche,,,LREM,,Haute-Garonne,3,,,,,,,
M.,Mickaël Nogal,omc_pa719520,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719520.jpg,La République en Marche,,,LREM,,Haute-Garonne,4,,,,,,,
M.,Jean-François Portarrieu,omc_pa719528,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719528.jpg,La République en Marche,,,LREM,,Haute-Garonne,5,,,,,,,
Mme,Élisabeth Toutut-Picard,omc_pa719540,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719540.jpg,La République en Marche,,,LREM,,Haute-Garonne,7,,SIGNATAIRE,Présent,Pour,,,POUR
Mme,Liliana Tanguy,omc_pa719550,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719550.jpg,La République en Marche,,,LREM,,Finistère,7,,,,,,,
M.,Erwan Balanant,omc_pa719558,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719558.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Finistère,8,,,,,,,POUR
Mme,Catherine Fabre,omc_pa719570,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719570.jpg,La République en Marche,,,LREM,,Gironde,2,SIGNATAIRE,,,,,,
M.,Loïc Prud'homme,omc_pa719578,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719578.jpg,La France insoumise,,,LFI,,Gironde,3,,,Présent,Pour,,,POUR
M.,Benoit Simian,omc_pa719592,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719592.jpg,La République en Marche,,,LREM,,Gironde,5,,,,,,,
M.,Éric Poulliat,omc_pa719600,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719600.jpg,La République en Marche,,,LREM,,Gironde,6,,,,,,,POUR
Mme,Emmanuelle Ménard,omc_pa719608,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719608.jpg,Non inscrit,,,NI,RN,Hérault,6,,,,,PRESENT,ABSTENTION,ABSTENTION
M.,Christophe Euzet,omc_pa719616,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719616.jpg,La République en Marche,,,LREM,,Hérault,7,,,,,,,
Mme,Bérangère Couillard,omc_pa719624,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719624.jpg,La République en Marche,,,LREM,,Gironde,7,,,,,,,NE VEUT PAS REPONDRE
Mme,Sophie Panonacle,omc_pa719632,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719632.jpg,La République en Marche,,,LREM,,Gironde,8,SIGNATAIRE,SIGNATAIRE,,,,,
Mme,Sophie Mette,omc_pa719640,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719640.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Gironde,9,,,Présent,Contre,,,
Mme,Véronique Hammerer,omc_pa719652,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719652.jpg,La République en Marche,,,LREM,,Gironde,11,,,Présent,Contre,,,
M.,Pascal Lavergne,omc_pa719664,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719664.jpg,La République en Marche,Christelle Dubos,,LREM,,Gironde,12,,,,,PRESENT,CONTRE,
Mme,Patricia Mirallès,omc_pa719668,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719668.jpg,La République en Marche,,,LREM,,Hérault,1,SIGNATAIRE,,,,,,CONTRE
Mme,Muriel Ressiguier,omc_pa719676,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719676.jpg,La France insoumise,,,LFI,,Hérault,2,,,,,,,POUR
Mme,Coralie Dubost,omc_pa719684,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719684.jpg,La République en Marche,,,LREM,,Hérault,3,,,,,PRESENT,CONTRE,
M.,Jean-François Eliaou,omc_pa719692,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719692.jpg,La République en Marche,,,LREM,,Hérault,4,,,,,,,CONTRE
M.,Philippe Huppé,omc_pa719700,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719700.jpg,La République en Marche,,,LREM,,Hérault,5,,,Présent,Contre,,,
Mme,Dominique David,omc_pa719710,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719710.jpg,La République en Marche,,,LREM,,Gironde,1,,,,,,,
Mme,Laurence Maillart-Méhaignerie,omc_pa719718,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719718.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,2,SIGNATAIRE,,Présent,Contre,PRESENT,CONTRE,
M.,Gaël Le Bohec,omc_pa719728,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719728.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,4,SIGNATAIRE,,,,,,
M.,Jean-Charles Colas-Roy,omc_pa719740,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719740.jpg,La République en Marche,,,LREM,,Isère,2,SIGNATAIRE,,,,,,
Mme,Émilie Chalas,omc_pa719748,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719748.jpg,La République en Marche,,,LREM,,Isère,3,SIGNATAIRE,,,,,,
